,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Registration_Status_En,Number_of_Practitioners
40639,2022,Female,Yemen,Therapy and Rehabilitation,Expired,20
40641,2017,Male,Germany,Medicine and Surgery,Expired Outdated,20
40642,2021,Male,Yemen,Nursing and Midwifery,Valid,20
40644,2018,Male,Sudan,Nursing and Midwifery,Expired,20
40645,2022,Female,Palestine,Technicians and Health Assistants,Valid,20
40646,2019,Male,Jordan,Laboratories and Medical Technology,Expired,20
40647,2020,Male,Bahrain,Medicine and Surgery,Expired Outdated,20
40648,2021,Female,India,Technicians and Health Assistants,Valid,20
40651,2021,Male,Tunisia,Nursing and Midwifery,Expired,20
40653,2021,Male,United Kingdom,Medicine and Surgery,Expired Outdated,20
40654,2019,Female,Jordan,Therapy and Rehabilitation,Expired,20
40656,2021,Male,Kuwait,Medicine and Surgery,Valid,20
40657,2019,Female,Jordan,Pharmacists and Pharmacy Technicians,Expired,20
40659,2021,Male,Lebanon,Nursing and Midwifery,Expired,20
40662,2022,Female,Palestine,Dentistry and Related Specialties,Expired,20
40665,2019,Male,Yemen,Pharmacists and Pharmacy Technicians,Expired,20
40666,2018,Female,United Kingdom,Medicine and Surgery,Expired Outdated,20
40668,2019,Male,Sudan,Medicine and Surgery,Valid,20
40669,2018,Female,Tunisia,Dentistry and Related Specialties,Expired Outdated,20
40672,2018,Female,Canada,Medicine and Surgery,Expired Outdated,20
40674,2020,Male,Lebanon,Dentistry and Related Specialties,Expired Outdated,20
40682,2020,Male,Lebanon,Nursing and Midwifery,Expired,20
40683,2016,Male,Jordan,Pharmacists and Pharmacy Technicians,Expired,20
40685,2016,Male,France,Medicine and Surgery,Expired Outdated,20
40687,2021,Female,Australia,Nursing and Midwifery,Expired Outdated,20
40692,2020,Female,United States,Medicine and Surgery,Expired Outdated,20
40693,2020,Female,United Kingdom,Nursing and Midwifery,Valid,20
40694,2016,Male,United States,Dentistry and Related Specialties,Expired Outdated,20
40698,2020,Male,Pakistan,Dentistry and Related Specialties,Expired Outdated,20
40699,2021,Male,Lebanon,Medicine and Surgery,Expired,19
40700,2020,Male,United States,Therapy and Rehabilitation,Expired Outdated,19
40707,2020,Male,Sudan,Therapy and Rehabilitation,Expired,19
40708,2016,Male,India,Laboratories and Medical Technology,Expired,19
40709,2021,Male,Afghanistan,Medicine and Surgery,Valid,19
40710,2022,Male,Australia,Nursing and Midwifery,Valid,19
40713,2022,Male,Canada,Laboratories and Medical Technology,Valid,19
40714,2022,Male,Bangladesh,Laboratories and Medical Technology,Valid,19
40717,2022,Male,Canada,Dentistry and Related Specialties,Valid,19
40720,2022,Female,Ethiopia,Nursing and Midwifery,Valid,19
40721,2021,Male,Azerbaijan,Medicine and Surgery,Valid,19
40724,2022,Male,Portugal,Nursing and Midwifery,Valid,19
40726,2021,Male,Spain,Medicine and Surgery,Valid,19
40727,2018,Male,France,Medicine and Surgery,Expired Outdated,19
40728,2021,Male,Palestine,Pharmacists and Pharmacy Technicians,Expired Outdated,19
40739,2022,Female,Syria,Health Administration and Community Health,Valid,19
40740,2020,Male,Egypt,Medicine and Surgery,Non Active,19
40744,2019,Male,France,Medicine and Surgery,Expired Outdated,19
40746,2021,Female,United States,Nursing and Midwifery,Expired Outdated,19
40748,2021,Male,Tunisia,Dentistry and Related Specialties,Valid,19
40751,2022,Female,Serbia,Nursing and Midwifery,Valid,19
40753,2019,Male,India,Dentistry and Related Specialties,Expired,19
40755,2019,Female,India,Pharmacists and Pharmacy Technicians,Expired Outdated,19
40756,2017,Female,India,Technicians and Health Assistants,Expired Outdated,19
40757,2016,Male,Nigeria,Therapy and Rehabilitation,Expired Outdated,19
40766,2016,Male,Cuba,Medicine and Surgery,Expired Outdated,19
40768,2019,Female,United States,Nursing and Midwifery,Expired,19
40770,2022,Female,Bahrain,Medicine and Surgery,Expired,19
40773,2022,Male,Immigrant Tribes,Medicine and Surgery,Valid,19
40775,2021,Female,Bahrain,Medicine and Surgery,Expired Outdated,19
40776,2022,Female,Czech Republic,Nursing and Midwifery,Expired,19
40777,2020,Male,Lebanon,Medicine and Surgery,Expired,19
40778,2021,Male,Egypt,Medicine and Surgery,Non Active,19
40779,2022,Female,China,Nursing and Midwifery,Expired,19
40781,2019,Female,Palestine,Laboratories and Medical Technology,Expired Outdated,19
40782,2021,Female,Jordan,Pharmacists and Pharmacy Technicians,Expired Outdated,19
40783,2016,Female,Sudan,Technicians and Health Assistants,Expired Outdated,19
40785,2019,Female,Palestine,Medicine and Surgery,Expired Outdated,19
40786,2022,Male,United Kingdom,Dentistry and Related Specialties,Valid,19
40787,2018,Female,South Africa,Laboratories and Medical Technology,Expired Outdated,19
40788,2021,Female,Sudan,Dentistry and Related Specialties,Expired Outdated,19
40792,2020,Female,Pakistan,Dentistry and Related Specialties,Expired Outdated,19
40804,2019,Female,Tunisia,Dentistry and Related Specialties,Expired Outdated,18
40820,2022,Female,Jordan,Laboratories and Medical Technology,Expired,18
40980,2019,Female,Syria,Laboratories and Medical Technology,Expired Outdated,18
40996,2019,Female,Sudan,Pharmacists and Pharmacy Technicians,Expired,18
41073,2022,Male,Nigeria,Nursing and Midwifery,Valid,18
41245,2022,Female,Yemen,Nursing and Midwifery,Expired,18
41275,2019,Male,Egypt,Medicine and Surgery,Non Active,18
41299,2020,Female,Czech Republic,Therapy and Rehabilitation,Expired Outdated,18
41410,2017,Female,Egypt,Dentistry and Related Specialties,Expired,18
41461,2017,Female,Canada,Medicine and Surgery,Expired Outdated,18
41471,2018,Female,Yemen,Technicians and Health Assistants,Expired Outdated,18
41492,2021,Female,Nigeria,Nursing and Midwifery,Expired,18
41511,2021,Female,Palestine,Nursing and Midwifery,Valid,18
41595,2016,Male,Spain,Medicine and Surgery,Expired Outdated,18
41606,2018,Male,Germany,Medicine and Surgery,Expired Outdated,18
41613,2021,Female,Syria,Medicine and Surgery,Expired Outdated,18
41626,2016,Male,Pakistan,Medicine and Surgery,Expired,18
41671,2021,Female,Canada,Nursing and Midwifery,Expired Outdated,18
41673,2021,Female,Canada,Nursing and Midwifery,Expired,18
41687,2021,Female,Eritrea,Therapy and Rehabilitation,Valid,18
41690,2021,Female,Eritrea,Medicine and Surgery,Valid,18
41721,2018,Female,Egypt,Dentistry and Related Specialties,Expired,18
41778,2017,Female,United States,Pharmacists and Pharmacy Technicians,Expired Outdated,18
41803,2017,Female,Somalia,Medicine and Surgery,Expired Outdated,18
41843,2020,Male,Sudan,Therapy and Rehabilitation,Expired Outdated,18
41925,2021,Male,Yemen,Laboratories and Medical Technology,Expired,18
41931,2019,Female,Lebanon,Medicine and Surgery,Expired Outdated,18
41938,2021,Male,United States,Therapy and Rehabilitation,Valid,18
42011,2020,Female,Yemen,Laboratories and Medical Technology,Valid,18
42068,2019,Female,Philippines,Nursing and Midwifery,Not Classified Not Registered,18
42132,2018,Male,Sudan,Medicine and Surgery,Valid,18
42161,2016,Female,India,Technicians and Health Assistants,Expired Outdated,18
42177,2021,Male,Ireland,Medicine and Surgery,Expired,18
42206,2020,Male,Jordan,Technicians and Health Assistants,Expired,18
42212,2016,Female,United Kingdom,Medicine and Surgery,Expired Outdated,18
42217,2016,Female,United States,Pharmacists and Pharmacy Technicians,Expired Outdated,18
42222,2020,Male,Jordan,Laboratories and Medical Technology,Valid,18
42248,2016,Female,Somalia,Nursing and Midwifery,Expired Outdated,18
42250,2016,Female,Canada,Therapy and Rehabilitation,Expired Outdated,18
42251,2016,Female,Canada,Medicine and Surgery,Expired Outdated,18
42280,2019,Female,Bangladesh,Nursing and Midwifery,Expired Outdated,18
42295,2021,Male,Russia,Medicine and Surgery,Valid,18
42311,2021,Male,Jordan,Technicians and Health Assistants,Expired,18
42897,2020,Female,Canada,Nursing and Midwifery,Expired,17
42899,2019,Female,Lebanon,Therapy and Rehabilitation,Expired Outdated,17
42900,2020,Female,Jordan,Medicine and Surgery,Valid,17
42901,2022,Male,Lebanon,Laboratories and Medical Technology,Valid,17
42904,2018,Male,United States,Laboratories and Medical Technology,Expired Outdated,17
42907,2017,Female,Jordan,Pharmacists and Pharmacy Technicians,Expired,17
42908,2022,Male,Sudan,Therapy and Rehabilitation,Expired,17
42910,2021,Male,Bangladesh,Pharmacists and Pharmacy Technicians,Valid,17
42911,2020,Male,Cuba,Medicine and Surgery,Expired Outdated,17
42913,2021,Male,United States,Dentistry and Related Specialties,Valid,17
42914,2016,Male,Palestine,Nursing and Midwifery,Expired Outdated,17
42916,2020,Male,Syria,Laboratories and Medical Technology,Expired Outdated,17
42918,2020,Male,Ireland,Medicine and Surgery,Expired,17
42919,2019,Female,Sudan,Health Administration and Community Health,Expired Outdated,17
42922,2020,Female,Pakistan,Dentistry and Related Specialties,Valid,17
42923,2017,Male,Palestine,Therapy and Rehabilitation,Expired Outdated,17
42925,2022,Female,South Korea,Nursing and Midwifery,Expired,17
42926,2016,Male,Saudi Arabia,Laboratories and Medical Technology,Valid,17
42929,2016,Male,Saudi Arabia,Therapy and Rehabilitation,Valid,17
42933,2019,Male,Germany,Medicine and Surgery,Expired Outdated,17
42935,2018,Male,Spain,Medicine and Surgery,Expired Outdated,17
42936,2020,Female,Nigeria,Nursing and Midwifery,Expired,17
42939,2022,Male,Immigrant Tribes,Laboratories and Medical Technology,Valid,17
42940,2021,Female,Jordan,Laboratories and Medical Technology,Expired Outdated,17
42944,2022,Male,Algeria,Dentistry and Related Specialties,Valid,17
42945,2020,Male,Yemen,Laboratories and Medical Technology,Expired,17
42947,2020,Male,Pakistan,Dentistry and Related Specialties,Expired,17
42949,2022,Female,Australia,Nursing and Midwifery,Expired,17
42950,2022,Female,Nigeria,Nursing and Midwifery,Expired,17
42956,2022,Female,United States,Dentistry and Related Specialties,Valid,17
42957,2019,Female,Tunisia,Therapy and Rehabilitation,Expired Outdated,17
42958,2021,Female,India,Dentistry and Related Specialties,Expired Outdated,17
42959,2019,Female,Czech Republic,Nursing and Midwifery,Expired,17
42960,2021,Male,Pakistan,Dentistry and Related Specialties,Expired,17
42961,2020,Male,Lebanon,Nursing and Midwifery,Expired Outdated,17
42965,2018,Female,Jordan,Pharmacists and Pharmacy Technicians,Expired,17
42969,2021,Female,Bangladesh,Nursing and Midwifery,Expired,17
42971,2019,Female,Egypt,Nursing and Midwifery,Valid,17
42972,2019,Female,Canada,Medicine and Surgery,Expired Outdated,17
42975,2016,Female,Yemen,Health Administration and Community Health,Expired Outdated,17
42976,2022,Male,Yemen,Laboratories and Medical Technology,Expired,17
42979,2022,Female,Bangladesh,Nursing and Midwifery,Expired,17
42982,2022,Female,Tunisia,Nursing and Midwifery,Expired,17
42984,2016,Female,Yemen,Nursing and Midwifery,Expired Outdated,17
42986,2016,Male,United States,Technicians and Health Assistants,Expired Outdated,17
42987,2016,Female,Yemen,Technicians and Health Assistants,Expired Outdated,17
42990,2021,Female,India,Therapy and Rehabilitation,Expired Outdated,17
42991,2018,Male,Australia,Nursing and Midwifery,Expired Outdated,17
42992,2021,Female,Jordan,Dentistry and Related Specialties,Expired Outdated,17
42996,2018,Female,Tunisia,Therapy and Rehabilitation,Expired Outdated,17
42998,2016,Female,Saudi Arabia,Technicians and Health Assistants,Expired,17
43004,2022,Male,Canada,Nursing and Midwifery,Valid,17
43007,2020,Male,United States,Medicine and Surgery,Valid,17
43012,2018,Female,Sudan,Nursing and Midwifery,Valid,16
43037,2018,Female,Sudan,Pharmacists and Pharmacy Technicians,Expired,16
43050,2018,Female,United States,Laboratories and Medical Technology,Expired Outdated,16
43204,2021,Male,Nigeria,Nursing and Midwifery,Valid,16
43390,2020,Male,Indonesia,Nursing and Midwifery,Expired Outdated,16
43392,2022,Female,Iraq,Dentistry and Related Specialties,Valid,16
43453,2018,Male,India,Technicians and Health Assistants,Expired,16
43560,2018,Male,Palestine,Therapy and Rehabilitation,Expired Outdated,16
43630,2022,Female,Canada,Dentistry and Related Specialties,Valid,16
43684,2018,Male,Jordan,Laboratories and Medical Technology,Expired,16
43721,2022,Female,Egypt,Health Administration and Community Health,Valid,16
43743,2021,Male,Syria,Technicians and Health Assistants,Valid,16
44008,2021,Female,Syria,Health Administration and Community Health,Valid,16
44061,2017,Male,Jordan,Laboratories and Medical Technology,Expired,16
44083,2017,Female,Canada,Dentistry and Related Specialties,Expired Outdated,16
44135,2017,Male,India,Technicians and Health Assistants,Expired,16
44157,2021,Female,Greece,Medicine and Surgery,Valid,16
44215,2016,Male,Indonesia,Nursing and Midwifery,Expired Outdated,16
44250,2021,Female,Finland,Nursing and Midwifery,Valid,16
44260,2016,Male,Somalia,Medicine and Surgery,Expired Outdated,16
44364,2017,Female,Yemen,Technicians and Health Assistants,Expired Outdated,16
44400,2021,Female,New Zealand,Nursing and Midwifery,Expired Outdated,16
44436,2017,Female,Sudan,Pharmacists and Pharmacy Technicians,Expired,16
44439,2017,Female,Tunisia,Therapy and Rehabilitation,Expired Outdated,16
44474,2021,Female,Nigeria,Medicine and Surgery,Expired,16
44585,2017,Female,Lebanon,Pharmacists and Pharmacy Technicians,Expired Outdated,16
44656,2016,Female,India,Laboratories and Medical Technology,Expired,16
44674,2021,Male,India,Technicians and Health Assistants,Expired Outdated,16
44710,2021,Male,Iraq,Medicine and Surgery,Valid,16
44775,2018,Female,Egypt,Nursing and Midwifery,Valid,16
45038,2016,Male,Egypt,Laboratories and Medical Technology,Expired,16
45097,2021,Female,Czech Republic,Nursing and Midwifery,Expired Outdated,16
45144,2016,Female,South Africa,Therapy and Rehabilitation,Expired Outdated,16
45167,2018,Female,Bangladesh,Nursing and Midwifery,Expired Outdated,16
45206,2017,Male,United States,Dentistry and Related Specialties,Expired Outdated,16
45249,2016,Female,Tunisia,Dentistry and Related Specialties,Expired Outdated,16
45250,2017,Male,United States,Technicians and Health Assistants,Expired Outdated,16
45256,2016,Female,Sudan,Health Administration and Community Health,Expired Outdated,16
45262,2017,Male,United States,Medicine and Surgery,Expired,16
45294,2022,Male,Venezuela,Medicine and Surgery,Valid,16
45313,2019,Female,Sudan,Nursing and Midwifery,Valid,16
45351,2019,Female,South Africa,Laboratories and Medical Technology,Expired Outdated,16
45354,2019,Male,United States,Nursing and Midwifery,Expired Outdated,16
45459,2022,Male,United States,Nursing and Midwifery,Valid,16
45479,2019,Female,Syria,Medicine and Surgery,Expired,16
45485,2019,Female,Syria,Dentistry and Related Specialties,Expired,16
45715,2022,Female,United States,Therapy and Rehabilitation,Valid,16
46061,2019,Male,Tunisia,Nursing and Midwifery,Expired Outdated,16
46179,2019,Male,Bangladesh,Medicine and Surgery,Expired,16
46209,2020,Female,Nigeria,Medicine and Surgery,Expired,16
46397,2022,Female,Philippines,Technicians and Health Assistants,Valid,16
46511,2019,Male,Pakistan,Technicians and Health Assistants,Expired Outdated,16
46516,2022,Female,Lebanon,Nursing and Midwifery,Expired,16
46524,2018,Male,United States,Medicine and Surgery,Expired,16
46539,2019,Male,Palestine,Therapy and Rehabilitation,Expired Outdated,16
46647,2019,Male,Pakistan,Laboratories and Medical Technology,Expired,16
46676,2022,Female,Lebanon,Pharmacists and Pharmacy Technicians,Valid,16
46770,2019,Female,Lebanon,Nursing and Midwifery,Expired,16
46875,2019,Female,Pakistan,Pharmacists and Pharmacy Technicians,Expired Outdated,16
46996,2022,Male,Pakistan,Laboratories and Medical Technology,Expired,16
47001,2022,Female,Saudi Arabia,Technicians and Health Assistants,Non Active,16
47165,2017,Male,Spain,Medicine and Surgery,Expired Outdated,15
47339,2020,Female,Bangladesh,Nursing and Midwifery,Expired,15
47389,2017,Female,Sudan,Nursing and Midwifery,Expired,15
47425,2017,Female,Yemen,Nursing and Midwifery,Expired Outdated,15
47460,2019,Male,Syria,Therapy and Rehabilitation,Expired Outdated,15
47484,2020,Female,New Zealand,Nursing and Midwifery,Expired,15
47522,2019,Male,Spain,Medicine and Surgery,Expired Outdated,15
47560,2019,Male,Yemen,Medicine and Surgery,Expired,15
47655,2017,Male,India,Therapy and Rehabilitation,Expired,15
47701,2018,Male,Bangladesh,Pharmacists and Pharmacy Technicians,Expired Outdated,15
47734,2019,Female,India,Technicians and Health Assistants,Expired Outdated,15
47761,2018,Male,India,Nursing and Midwifery,Valid,15
47843,2018,Female,Sudan,Nursing and Midwifery,Expired,15
47906,2018,Female,United States,Dentistry and Related Specialties,Expired Outdated,15
47910,2018,Female,United States,Pharmacists and Pharmacy Technicians,Expired Outdated,15
47919,2020,Male,Algeria,Medicine and Surgery,Expired,15
47927,2018,Female,Yemen,Nursing and Midwifery,Expired Outdated,15
47995,2020,Male,Jordan,Technicians and Health Assistants,Expired Outdated,15
48114,2018,Male,India,Therapy and Rehabilitation,Expired,15
48266,2019,Male,India,Nursing and Midwifery,Valid,15
48299,2020,Male,Yemen,Laboratories and Medical Technology,Expired Outdated,15
48390,2019,Male,Pakistan,Nursing and Midwifery,Expired,15
48449,2017,Male,United Kingdom,Laboratories and Medical Technology,Expired Outdated,15
48464,2019,Male,Lebanon,Nursing and Midwifery,Expired,15
48479,2020,Male,Syria,Nursing and Midwifery,Expired,15
