,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Current_Speciality_Name_En,Number_of_Practitioners
11242,2022,Female,Egypt,Dentistry and Related Specialties,Prosthodontics,91
11243,2022,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Health Administration,91
11247,2020,Female,India,Medicine and Surgery,Obstetrics And Gynecology,91
11248,2021,Female,South Korea,Nursing and Midwifery,Nursing,91
11250,2017,Female,Australia,Nursing and Midwifery,Nursing,91
11251,2018,Female,Yemen,Dentistry and Related Specialties,General Dentistry,91
11252,2022,Male,Saudi Arabia,Medicine and Surgery,Pediatric Neurology,91
11254,2019,Male,Egypt,Medicine and Surgery,Family Medicine,91
11255,2021,Male,Sudan,Medicine and Surgery,Preventive Medicine And Public Health,91
11258,2016,Female,Egypt,Medicine and Surgery,Family Medicine,91
11259,2022,Male,Saudi Arabia,Laboratories and Medical Technology,Microbiology - Molecular Microbiology,91
11261,2017,Female,Lebanon,Nursing and Midwifery,Nursing,91
11264,2022,Male,Saudi Arabia,Medicine and Surgery,Cardiac Surgery,90
11265,2022,Male,Saudi Arabia,Health Administration and Community Health,Nursing,90
11266,2017,Female,India,Medicine and Surgery,Obstetrics And Gynecology,90
11267,2018,Male,Egypt,Medicine and Surgery,Dermatology,90
11268,2018,Male,Pakistan,Medicine and Surgery,Pediatrics,90
11272,2019,Female,Syria,Pharmacists and Pharmacy Technicians,Pharmacy,90
11275,2019,Male,Saudi Arabia,Therapy and Rehabilitation,Respiratory Therapy,90
11277,2017,Male,Nigeria,Medicine and Surgery,General Practice,90
11280,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Dental Hygiene,90
11281,2018,Male,Nigeria,Medicine and Surgery,General Practice,90
11283,2019,Female,Saudi Arabia,Laboratories and Medical Technology,Medical Devices,90
11284,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Dental Technology,90
11290,2022,Male,Saudi Arabia,Laboratories and Medical Technology,Health Administration,89
11292,2019,Female,United States,Nursing and Midwifery,Nursing,89
11293,2022,Female,Sudan,Medicine and Surgery,Anesthesia,89
11294,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Dental Technology,89
11295,2017,Male,India,Medicine and Surgery,Anesthesia,89
11298,2020,Female,Egypt,Laboratories and Medical Technology,Laboratory,89
11299,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Radiological Technology - Ultrasound,89
11305,2021,Female,Nigeria,Medicine and Surgery,General Practice,89
11308,2019,Male,Yemen,Pharmacists and Pharmacy Technicians,Pharmacy,89
11310,2021,Male,Philippines,Pharmacists and Pharmacy Technicians,Pharmacy,89
11311,2021,Male,Saudi Arabia,Laboratories and Medical Technology,Medical Sterilization,89
11312,2016,Female,Philippines,Therapy and Rehabilitation,Food And Nutrition Services,89
11313,2016,Male,Sudan,Medicine and Surgery,General Surgery,89
11319,2018,Male,India,Medicine and Surgery,Internal Medicine,88
11320,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Orthodontics And Dentofacial Orthopdics,88
11325,2021,Female,Jordan,Laboratories and Medical Technology,Laboratory,88
11327,2019,Female,China,Nursing and Midwifery,Nursing,88
11333,2021,Female,United States,Nursing and Midwifery,Nursing,88
11334,2022,Male,Jordan,Medicine and Surgery,Orthopedic Surgery,88
11335,2020,Male,Palestine,Medicine and Surgery,General Practice,88
11343,2021,Male,Malaysia,Nursing and Midwifery,Nursing,88
11345,2022,Female,Egypt,Nursing and Midwifery,Midwifery,88
11347,2017,Male,Egypt,Medicine and Surgery,Psychiatry,87
11348,2022,Female,United States,Nursing and Midwifery,Nursing,87
11349,2022,Female,Yemen,Pharmacists and Pharmacy Technicians,Pharmacy,87
11358,2019,Female,Saudi Arabia,Nursing and Midwifery,Midwifery,87
11363,2018,Female,Egypt,Medicine and Surgery,Diagnostic Radiology,87
11367,2022,Male,Saudi Arabia,Medicine and Surgery,Preventive Medicine,87
11372,2021,Male,Yemen,Medicine and Surgery,Pediatrics,86
11374,2020,Male,Pakistan,Medicine and Surgery,General Surgery,86
11375,2022,Female,Pakistan,Medicine and Surgery,Pediatrics,86
11376,2021,Male,Philippines,Therapy and Rehabilitation,Optometry,86
11378,2022,Male,India,Therapy and Rehabilitation,Cardiac Perfusion,86
11379,2020,Female,India,Therapy and Rehabilitation,Physiotherapy,86
11382,2020,Female,Sudan,Pharmacists and Pharmacy Technicians,Pharmacy,86
11383,2021,Male,Yemen,Laboratories and Medical Technology,Laboratory,86
11385,2018,Female,Sudan,Medicine and Surgery,Internal Medicine,86
11387,2022,Male,Saudi Arabia,Medicine and Surgery,Public Health,86
11389,2019,Female,Egypt,Medicine and Surgery,Diagnostic Radiology,86
11395,2022,Male,Jordan,Medicine and Surgery,Obstetrics And Gynecology,85
11396,2022,Female,Bangladesh,Nursing and Midwifery,Nursing,85
11398,2018,Female,Yemen,Laboratories and Medical Technology,Laboratory,85
11399,2019,Male,Egypt,Medicine and Surgery,Pulmonology,85
11403,2021,Male,Philippines,Technicians and Health Assistants,Emergency Medical Services,85
11407,2016,Female,Jordan,Laboratories and Medical Technology,Laboratory,85
11408,2022,Female,Yemen,Medicine and Surgery,Pediatrics,85
11416,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Pediatric Dentistry,85
11417,2022,Female,Egypt,Medicine and Surgery,Physical Medicine And Rehabilitation,85
11421,2019,Female,Saudi Arabia,Health Administration and Community Health,Health Education,84
11422,2020,Male,Sudan,Dentistry and Related Specialties,General Dentistry,84
11424,2016,Male,Bangladesh,Medicine and Surgery,General Practice,84
11427,2020,Female,Saudi Arabia,Therapy and Rehabilitation,Occupational Therapy,84
11428,2019,Female,Jordan,Pharmacists and Pharmacy Technicians,Pharmacy,84
11430,2016,Female,Sudan,Laboratories and Medical Technology,Laboratory - Microbiology,84
11432,2017,Male,Saudi Arabia,Laboratories and Medical Technology,Laboratory - Microbiology,84
11434,2018,Male,Egypt,Laboratories and Medical Technology,Radiological Technology,84
11437,2019,Male,Saudi Arabia,Medicine and Surgery,General Surgery,84
11441,2021,Female,Egypt,Medicine and Surgery,Cardiovascular Medicine,84
11442,2019,Male,India,Dentistry and Related Specialties,General Dentistry,84
11448,2019,Female,Philippines,Therapy and Rehabilitation,Food And Nutrition Services,84
11449,2021,Male,Saudi Arabia,Technicians and Health Assistants,Preventive Health,84
11451,2020,Male,India,Therapy and Rehabilitation,Physiotherapy,84
11452,2020,Female,Egypt,Medicine and Surgery,Anesthesia,83
11454,2017,Male,Sudan,Medicine and Surgery,General Surgery,83
11456,2021,Female,Saudi Arabia,Medicine and Surgery,Orthopedic Surgery,83
11458,2016,Male,Egypt,Medicine and Surgery,Clinical Pathology,83
11459,2022,Female,Sudan,Medicine and Surgery,Ophthalmology,83
11460,2021,Female,Palestine,Laboratories and Medical Technology,Laboratory,83
11461,2020,Male,India,Medicine and Surgery,Anesthesia,83
11462,2019,Female,Sudan,Medicine and Surgery,Internal Medicine,83
11472,2022,Male,Yemen,Medicine and Surgery,General Surgery,83
11473,2021,Male,Philippines,Dentistry and Related Specialties,Dental Assistant,83
11476,2022,Male,Egypt,Dentistry and Related Specialties,Oral Surgery,82
11478,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Advanced General Dentistry,82
11479,2020,Female,Saudi Arabia,Laboratories and Medical Technology,Nuclear Medicine,82
11480,2016,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Clinical Pharmacy,82
11481,2021,Male,Pakistan,Medicine and Surgery,Ophthalmology,82
11482,2017,Female,Sudan,Medicine and Surgery,Internal Medicine,82
11484,2018,Male,Saudi Arabia,Laboratories and Medical Technology,Laboratory - Microbiology,82
11485,2021,Male,Egypt,Medicine and Surgery,Neurology,82
11487,2019,Male,Pakistan,Medicine and Surgery,Pediatrics,82
11492,2019,Male,India,Medicine and Surgery,Internal Medicine,82
11493,2019,Male,Egypt,Laboratories and Medical Technology,Radiological Technology,82
11497,2020,Female,United States,Nursing and Midwifery,Nursing,82
11499,2022,Female,Sudan,Laboratories and Medical Technology,Laboratory - Clinical Biochemistry,82
11502,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Laboratory - Genetics,82
11503,2021,Female,Sudan,Therapy and Rehabilitation,Physiotherapy,82
11506,2019,Female,Saudi Arabia,Technicians and Health Assistants,Health Services Administration And Hosiptals,82
11507,2017,Male,India,Therapy and Rehabilitation,Physiotherapy,81
11509,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Clinical Pharmacy,81
11512,2022,Male,Jordan,Dentistry and Related Specialties,Dental Technology,81
11514,2019,Female,Czech Republic,Nursing and Midwifery,Nursing,81
11515,2018,Male,Saudi Arabia,Medicine and Surgery,Pediatrics,81
11517,2016,Male,Egypt,Medicine and Surgery,Family Medicine,81
11521,2022,Male,Palestine,Medicine and Surgery,Internal Medicine,81
11522,2021,Male,Saudi Arabia,Therapy and Rehabilitation,Speech and Hearing Therapy,81
11524,2020,Male,Pakistan,Medicine and Surgery,Anesthesia,81
11531,2018,Female,Jordan,Laboratories and Medical Technology,Laboratory,81
11533,2021,Female,Philippines,Therapy and Rehabilitation,Food And Nutrition Services,81
11535,2017,Male,Egypt,Medicine and Surgery,Family Medicine,81
11537,2022,Male,Saudi Arabia,Laboratories and Medical Technology,Laboratory - Clinical Immunology,81
11540,2022,Male,Saudi Arabia,Medicine and Surgery,Cardiovascular Medicine,80
11541,2021,Male,Saudi Arabia,Laboratories and Medical Technology,Prosthetics & Orthotics,80
11544,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Periodontics,80
11546,2022,Male,Sudan,Therapy and Rehabilitation,Anesthesia Technology,80
11547,2020,Male,Syria,Medicine and Surgery,Internal Medicine,80
11548,2022,Male,India,Medicine and Surgery,Ophthalmology,80
11550,2016,Female,Yemen,Dentistry and Related Specialties,General Dentistry,80
11551,2018,Male,India,Medicine and Surgery,Anesthesia,80
11552,2021,Female,Egypt,Medicine and Surgery,Pulmonology,80
11559,2022,Male,Saudi Arabia,Laboratories and Medical Technology,Laboratory - Molecular Genetics,80
11560,2021,Female,Egypt,Laboratories and Medical Technology,Radiological Technology,80
11561,2022,Female,Saudi Arabia,Medicine and Surgery,Neurosurgery,79
11562,2016,Male,Egypt,Medicine and Surgery,Pulmonology,79
11563,2020,Male,Saudi Arabia,Medicine and Surgery,Psychiatry,79
11564,2018,Male,India,Laboratories and Medical Technology,Radiological Technology,79
11567,2022,Male,India,Dentistry and Related Specialties,Prosthodontics,79
11571,2022,Male,Saudi Arabia,Laboratories and Medical Technology,Laboratory - Genetics,79
11572,2016,Male,India,Medicine and Surgery,Pediatrics,79
11576,2017,Male,Philippines,Therapy and Rehabilitation,Optometry,79
11583,2020,Male,India,Dentistry and Related Specialties,General Dentistry,79
11584,2020,Female,India,Laboratories and Medical Technology,Radiological Technology,79
11587,2017,Female,Sudan,Medicine and Surgery,Obstetrics And Gynecology,79
11588,2017,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Clinical Pharmacy,78
11589,2022,Male,Saudi Arabia,Medicine and Surgery,Physical Medicine And Rehabilitation,78
11590,2019,Male,India,Medicine and Surgery,Anesthesia,78
11591,2016,Female,Sudan,Medicine and Surgery,Obstetrics And Gynecology,78
11593,2022,Female,Pakistan,Dentistry and Related Specialties,General Dentistry,78
11595,2020,Male,Pakistan,Nursing and Midwifery,Nursing,78
11596,2018,Male,Egypt,Medicine and Surgery,Psychiatry,78
11597,2019,Male,Syria,Dentistry and Related Specialties,Dental Technology,78
11598,2019,Male,Sudan,Health Administration and Community Health,Public Health,78
11599,2019,Male,Philippines,Therapy and Rehabilitation,Optometry,78
11602,2018,Male,Pakistan,Nursing and Midwifery,Nursing,78
11604,2018,Male,India,Therapy and Rehabilitation,Physiotherapy,78
11607,2017,Female,Sudan,Laboratories and Medical Technology,Laboratory - Hematology,78
11608,2016,Male,Philippines,Dentistry and Related Specialties,Dental Technology,78
11609,2017,Male,Bangladesh,Medicine and Surgery,General Practice,78
11612,2019,Female,India,Therapy and Rehabilitation,Physiotherapy,78
11621,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Orthodontics,77
11622,2022,Male,Egypt,Medicine and Surgery,Cardiac Surgery,77
11624,2022,Female,Czech Republic,Nursing and Midwifery,Nursing,77
11625,2022,Male,India,Dentistry and Related Specialties,Endodontics,77
11628,2020,Male,Egypt,Dentistry and Related Specialties,Prosthodontics,77
11631,2021,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Pharmaceutical Sciences,77
11632,2022,Male,Algeria,Medicine and Surgery,Anesthesia,77
11634,2022,Male,Sudan,Medicine and Surgery,Anesthesia,77
11640,2021,Female,Egypt,Medicine and Surgery,Psychiatry,77
11641,2017,Male,Egypt,Medicine and Surgery,Pulmonology,77
11644,2019,Male,Egypt,Medicine and Surgery,Psychiatry,77
11645,2018,Male,Syria,Dentistry and Related Specialties,Dental Technology,77
11649,2020,Male,Saudi Arabia,Laboratories and Medical Technology,Laboratory - Clinical Biochemistry,77
11650,2022,Male,Egypt,Medicine and Surgery,Medical Oncology,77
11653,2020,Female,Saudi Arabia,Medicine and Surgery,Dermatology,77
11655,2016,Male,Saudi Arabia,Therapy and Rehabilitation,Emergency Medical Services,76
11656,2020,Female,Jordan,Pharmacists and Pharmacy Technicians,Pharmacy,76
11658,2018,Female,Sudan,Laboratories and Medical Technology,Laboratory - Microbiology,76
11663,2019,Female,Saudi Arabia,Medicine and Surgery,Obstetrics And Gynecology,76
11664,2018,Male,Sudan,Medicine and Surgery,General Surgery,76
11665,2022,Male,Syria,Medicine and Surgery,Family Medicine,76
11667,2020,Female,Saudi Arabia,Medicine and Surgery,Ophthalmology,76
11669,2019,Male,Yemen,Medicine and Surgery,General Practice,76
11670,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Neurophysiology,76
11671,2022,Male,Yemen,Dentistry and Related Specialties,Orthodontics And Dentofacial Orthopdics,76
11675,2017,Male,Lebanon,Nursing and Midwifery,Nursing,76
11676,2018,Male,Saudi Arabia,Therapy and Rehabilitation,Clinical Nutrition,76
11678,2019,Male,Palestine,Medicine and Surgery,General Practice,76
11679,2018,Male,Saudi Arabia,Therapy and Rehabilitation,Respiratory Therapy,76
11680,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Laboratory - Microbiology,76
11681,2016,Male,Syria,Medicine and Surgery,Internal Medicine,76
11683,2016,Female,Sudan,Medicine and Surgery,Internal Medicine,76
11686,2020,Male,Philippines,Technicians and Health Assistants,Emergency Medical Services,76
11689,2016,Female,New Zealand,Nursing and Midwifery,Nursing,76
11690,2022,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Pharmacology,75
11692,2022,Male,Yemen,Medicine and Surgery,Orthopedic Surgery,75
11694,2022,Male,Saudi Arabia,Nursing and Midwifery,Cardiovascular Nursing,75
11695,2017,Male,Egypt,Medicine and Surgery,Emergency Medicine,75
11697,2021,Male,Saudi Arabia,Medicine and Surgery,Anatomic Pathology,75
11698,2018,Male,Sudan,Health Administration and Community Health,Public Health,75
11701,2021,Male,Pakistan,Medicine and Surgery,Cardiovascular Medicine,75
11703,2021,Female,India,Nursing and Midwifery,Medical And Surgical Nursing,75
11704,2018,Female,Sudan,Medicine and Surgery,Obstetrics And Gynecology,75
11705,2022,Male,India,Dentistry and Related Specialties,Dental Technology,75
11710,2017,Female,Yemen,Therapy and Rehabilitation,Psychology,75
11720,2021,Female,Nigeria,Nursing and Midwifery,Nursing,75
11722,2021,Male,Saudi Arabia,Laboratories and Medical Technology,Nuclear Medicine,75
11724,2020,Male,Egypt,Dentistry and Related Specialties,Dental Technology,75
11725,2021,Male,India,Dentistry and Related Specialties,Orthodontics And Dentofacial Orthopdics,75
11732,2021,Female,Canada,Nursing and Midwifery,Nursing,74
11734,2018,Male,Egypt,Medicine and Surgery,Family Medicine,74
11735,2018,Male,Philippines,Therapy and Rehabilitation,Optometry,74
11736,2017,Male,Syria,Medicine and Surgery,Internal Medicine,74
11739,2022,Male,Sudan,Medicine and Surgery,Cardiovascular Medicine,74
11743,2021,Female,Saudi Arabia,Therapy and Rehabilitation,Audiology,74
11746,2018,Male,Egypt,Medicine and Surgery,Pulmonology,74
11749,2021,Female,Saudi Arabia,Medicine and Surgery,Pediatric Neurology,74
11750,2022,Male,Sudan,Medicine and Surgery,Diagnostic Radiology,74
11753,2021,Female,Syria,Medicine and Surgery,Pediatrics,74
11754,2021,Male,Sudan,Medicine and Surgery,Orthopedic Surgery,74
11755,2017,Female,Palestine,Dentistry and Related Specialties,General Dentistry,74
11757,2018,Female,Canada,Nursing and Midwifery,Nursing,74
11760,2019,Male,Sudan,Medicine and Surgery,General Surgery,74
11761,2020,Male,Palestine,Dentistry and Related Specialties,General Dentistry,74
11763,2018,Female,Saudi Arabia,Nursing and Midwifery,Midwifery,74
11768,2020,Male,India,Medicine and Surgery,Pediatrics,74
11769,2019,Male,Pakistan,Nursing and Midwifery,Nursing,74
11772,2022,Male,India,Medicine and Surgery,Otorhinolaryngology ( Ent ),74
11775,2022,Female,Saudi Arabia,Technicians and Health Assistants,Health Insurance,74
11779,2018,Female,Saudi Arabia,Medicine and Surgery,Pediatrics,73
