,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Number_of_Practitioners
50139,2016,Female,United Kingdom,Laboratories and Medical Technology,15
50142,2017,Female,Ethiopia,Nursing and Midwifery,15
50143,2022,Male,Egypt,Health Administration and Community Health,15
50145,2018,Female,Canada,Dentistry and Related Specialties,15
50148,2016,Male,Lebanon,Pharmacists and Pharmacy Technicians,15
50156,2016,Male,Ireland,Nursing and Midwifery,15
50160,2017,Female,Lebanon,Laboratories and Medical Technology,15
50162,2017,Male,Canada,Nursing and Midwifery,15
50163,2017,Male,Czech Republic,Therapy and Rehabilitation,15
50167,2016,Male,Canada,Nursing and Midwifery,15
50168,2016,Male,Canada,Laboratories and Medical Technology,15
50170,2017,Male,Palestine,Nursing and Midwifery,15
50172,2019,Male,Spain,Medicine and Surgery,15
50173,2016,Female,Ethiopia,Nursing and Midwifery,15
50174,2022,Female,United States,Pharmacists and Pharmacy Technicians,15
50182,2021,Female,Ethiopia,Nursing and Midwifery,15
50184,2021,Female,Iraq,Medicine and Surgery,15
50187,2018,Male,Yemen,Therapy and Rehabilitation,15
50188,2018,Male,United States,Dentistry and Related Specialties,15
50190,2020,Male,United States,Dentistry and Related Specialties,15
50195,2019,Female,Scotland,Nursing and Midwifery,15
50199,2019,Female,Somalia,Nursing and Midwifery,15
50206,2019,Male,United States,Dentistry and Related Specialties,15
50211,2022,Female,United Kingdom,Dentistry and Related Specialties,15
50212,2018,Female,Lebanon,Pharmacists and Pharmacy Technicians,15
50215,2022,Female,Nigeria,Dentistry and Related Specialties,15
50216,2022,Female,Kenya,Therapy and Rehabilitation,15
50217,2022,Female,Immigrant Tribes,Laboratories and Medical Technology,15
50218,2022,Female,Czech Republic,Therapy and Rehabilitation,15
50227,2021,Male,Somalia,Medicine and Surgery,15
50228,2021,Male,Portugal,Nursing and Midwifery,15
50230,2018,Male,Canada,Nursing and Midwifery,15
50231,2018,Male,Canada,Therapy and Rehabilitation,15
50234,2021,Male,Lebanon,Pharmacists and Pharmacy Technicians,15
50235,2021,Male,Immigrant Tribes,Therapy and Rehabilitation,15
50237,2016,Female,Canada,Laboratories and Medical Technology,15
50240,2021,Female,Sudan,Health Administration and Community Health,15
50241,2017,Female,Sudan,Technicians and Health Assistants,15
50315,2018,Female,Eritrea,Nursing and Midwifery,14
50428,2018,Male,Canada,Laboratories and Medical Technology,14
50582,2017,Male,Canada,Dentistry and Related Specialties,14
50710,2017,Male,Somalia,Medicine and Surgery,14
50735,2017,Male,Czech Republic,Nursing and Midwifery,14
50762,2017,Male,Lebanon,Pharmacists and Pharmacy Technicians,14
50777,2017,Male,Ireland,Nursing and Midwifery,14
51014,2019,Male,Canada,Nursing and Midwifery,14
51019,2019,Male,Kuwait,Medicine and Surgery,14
51138,2018,Male,Czech Republic,Therapy and Rehabilitation,14
51163,2018,Male,Ireland,Nursing and Midwifery,14
51309,2018,Male,United States,Technicians and Health Assistants,14
51314,2018,Male,United Kingdom,Laboratories and Medical Technology,14
52050,2017,Female,Jordan,Technicians and Health Assistants,14
52068,2016,Male,Yemen,Therapy and Rehabilitation,14
52128,2016,Female,Jordan,Technicians and Health Assistants,14
52299,2016,Male,Czech Republic,Therapy and Rehabilitation,14
52473,2022,Female,United Kingdom,Laboratories and Medical Technology,14
52571,2022,Male,South Africa,Medicine and Surgery,14
52622,2022,Male,Lebanon,Pharmacists and Pharmacy Technicians,14
52724,2022,Female,Algeria,Dentistry and Related Specialties,14
52750,2021,Male,United States,Technicians and Health Assistants,14
52775,2022,Female,Canada,Laboratories and Medical Technology,14
52876,2022,Female,Jordan,Technicians and Health Assistants,14
53278,2022,Male,Sweden,Medicine and Surgery,14
53614,2021,Female,Canada,Dentistry and Related Specialties,14
53801,2019,Male,United Kingdom,Laboratories and Medical Technology,14
53971,2020,Female,Somalia,Laboratories and Medical Technology,14
54022,2021,Male,Palestine,Technicians and Health Assistants,14
54039,2021,Female,United Kingdom,Dentistry and Related Specialties,14
54097,2021,Male,Immigrant Tribes,Dentistry and Related Specialties,14
54117,2021,Male,Ireland,Nursing and Midwifery,14
54214,2021,Female,Poland,Nursing and Midwifery,14
54717,2021,Female,Malaysia,Therapy and Rehabilitation,13
54762,2021,Female,Lebanon,Pharmacists and Pharmacy Technicians,13
54763,2021,Female,Lebanon,Laboratories and Medical Technology,13
54781,2021,Male,Sweden,Medicine and Surgery,13
54784,2021,Male,South Africa,Laboratories and Medical Technology,13
54798,2021,Male,Tunisia,Technicians and Health Assistants,13
54805,2021,Male,Venezuela,Medicine and Surgery,13
54826,2021,Male,Canada,Therapy and Rehabilitation,13
54848,2021,Male,Immigrant Tribes,Technicians and Health Assistants,13
54849,2021,Male,Immigrant Tribes,Laboratories and Medical Technology,13
54860,2020,Female,Greece,Medicine and Surgery,13
54885,2020,Female,Pakistan,Pharmacists and Pharmacy Technicians,13
54916,2019,Male,Yemen,Therapy and Rehabilitation,13
54924,2019,Male,Tunisia,Dentistry and Related Specialties,13
54956,2020,Male,United States,Pharmacists and Pharmacy Technicians,13
54972,2020,Female,Yemen,Pharmacists and Pharmacy Technicians,13
54990,2020,Male,Ghana,Therapy and Rehabilitation,13
54991,2020,Male,Australia,Nursing and Midwifery,13
55065,2022,Male,Tunisia,Technicians and Health Assistants,13
55163,2022,Male,Tunisia,Laboratories and Medical Technology,13
55195,2022,Female,Spain,Medicine and Surgery,13
55210,2022,Female,Croatia,Nursing and Midwifery,13
55237,2022,Female,Immigrant Tribes,Therapy and Rehabilitation,13
55312,2022,Male,Eritrea,Laboratories and Medical Technology,13
55335,2016,Female,Lebanon,Laboratories and Medical Technology,13
55360,2016,Female,Canada,Dentistry and Related Specialties,13
55399,2016,Male,United Kingdom,Laboratories and Medical Technology,13
55445,2016,Male,Czech Republic,Nursing and Midwifery,13
55467,2016,Male,Lebanon,Laboratories and Medical Technology,13
55468,2016,Male,Italy,Medicine and Surgery,13
55625,2017,Female,Eritrea,Therapy and Rehabilitation,13
55634,2018,Male,Somalia,Medicine and Surgery,13
55640,2018,Male,Palestine,Nursing and Midwifery,13
55668,2018,Male,Canada,Dentistry and Related Specialties,13
55692,2018,Male,Immigrant Tribes,Laboratories and Medical Technology,13
55703,2019,Female,Canada,Dentistry and Related Specialties,13
55736,2019,Male,Czech Republic,Therapy and Rehabilitation,13
55754,2019,Female,Greece,Medicine and Surgery,13
55770,2019,Female,Philippines,Technicians and Health Assistants,13
55784,2017,Male,Canada,Laboratories and Medical Technology,13
55820,2017,Female,United Kingdom,Laboratories and Medical Technology,13
55821,2017,Female,United Kingdom,Dentistry and Related Specialties,13
55835,2017,Female,Iraq,Medicine and Surgery,13
55859,2018,Female,Sudan,Technicians and Health Assistants,13
55898,2018,Female,Ethiopia,Nursing and Midwifery,13
55917,2018,Female,Eritrea,Therapy and Rehabilitation,13
59796,2021,Female,Nigeria,Dentistry and Related Specialties,12
59798,2021,Female,Iraq,Dentistry and Related Specialties,12
59809,2021,Female,Ireland,Medicine and Surgery,12
59820,2020,Male,United States,Technicians and Health Assistants,12
59828,2021,Female,Cuba,Nursing and Midwifery,12
59836,2021,Female,United Kingdom,Laboratories and Medical Technology,12
59846,2021,Male,Spain,Nursing and Midwifery,12
59857,2022,Female,Bahrain,Nursing and Midwifery,12
59874,2021,Male,Eritrea,Laboratories and Medical Technology,12
59910,2019,Male,Yemen,Health Administration and Community Health,12
59919,2019,Female,Somalia,Laboratories and Medical Technology,12
59929,2019,Female,United States,Laboratories and Medical Technology,12
59932,2019,Male,Australia,Nursing and Midwifery,12
59984,2020,Female,Serbia,Nursing and Midwifery,12
60096,2022,Female,Somalia,Pharmacists and Pharmacy Technicians,12
60103,2022,Female,United States,Laboratories and Medical Technology,12
60117,2022,Female,Scotland,Medicine and Surgery,12
60133,2022,Female,Lebanon,Laboratories and Medical Technology,12
60136,2022,Female,Mauritania,Nursing and Midwifery,12
60143,2022,Male,France,Dentistry and Related Specialties,12
60169,2022,Male,South Africa,Laboratories and Medical Technology,12
60181,2022,Male,Mauritania,Medicine and Surgery,12
60190,2022,Male,Russia,Dentistry and Related Specialties,12
60252,2016,Female,Somalia,Medicine and Surgery,12
60257,2016,Female,United Kingdom,Dentistry and Related Specialties,12
60261,2016,Female,United Kingdom,Therapy and Rehabilitation,12
60292,2016,Female,Lebanon,Pharmacists and Pharmacy Technicians,12
60402,2018,Female,Jordan,Technicians and Health Assistants,12
60405,2018,Female,Lebanon,Laboratories and Medical Technology,12
60412,2018,Female,Somalia,Laboratories and Medical Technology,12
60415,2018,Female,Somalia,Nursing and Midwifery,12
60433,2017,Male,Tunisia,Therapy and Rehabilitation,12
60454,2018,Male,Tunisia,Therapy and Rehabilitation,12
60459,2018,Male,Yemen,Health Administration and Community Health,12
60466,2019,Female,Eritrea,Nursing and Midwifery,12
60467,2019,Female,Ethiopia,Nursing and Midwifery,12
60474,2019,Female,Lebanon,Laboratories and Medical Technology,12
60476,2018,Male,Tunisia,Dentistry and Related Specialties,12
60481,2018,Male,Czech Republic,Nursing and Midwifery,12
60505,2016,Male,Sudan,Technicians and Health Assistants,12
60519,2017,Female,Canada,Laboratories and Medical Technology,12
60521,2017,Female,Canada,Therapy and Rehabilitation,12
60526,2017,Female,Eritrea,Medicine and Surgery,12
60529,2016,Male,South Africa,Laboratories and Medical Technology,12
60544,2016,Male,Palestine,Therapy and Rehabilitation,12
60572,2017,Male,Immigrant Tribes,Laboratories and Medical Technology,12
60581,2017,Female,South Africa,Therapy and Rehabilitation,12
60590,2017,Female,Palestine,Nursing and Midwifery,12
60595,2017,Female,Poland,Nursing and Midwifery,12
60599,2017,Female,Somalia,Laboratories and Medical Technology,12
60662,2022,Female,Malaysia,Laboratories and Medical Technology,11
60675,2022,Female,Niger,Nursing and Midwifery,11
60688,2018,Female,South Africa,Therapy and Rehabilitation,11
60739,2018,Female,Serbia,Nursing and Midwifery,11
60761,2018,Female,Singapore,Nursing and Midwifery,11
60790,2016,Female,Nigeria,Therapy and Rehabilitation,11
60798,2022,Female,Somalia,Therapy and Rehabilitation,11
60803,2016,Female,Eritrea,Medicine and Surgery,11
60866,2016,Female,Canada,Pharmacists and Pharmacy Technicians,11
60896,2022,Female,Nigeria,Therapy and Rehabilitation,11
61033,2018,Female,Palestine,Health Administration and Community Health,11
61155,2022,Female,Ethiopia,Medicine and Surgery,11
61206,2022,Female,Canada,Therapy and Rehabilitation,11
61217,2016,Female,Tunisia,Therapy and Rehabilitation,11
61229,2018,Female,Palestine,Nursing and Midwifery,11
61430,2022,Male,Malaysia,Laboratories and Medical Technology,11
61601,2019,Male,Ireland,Nursing and Midwifery,11
61606,2022,Male,Spain,Nursing and Midwifery,11
61750,2022,Female,Venezuela,Medicine and Surgery,11
61835,2022,Male,Iraq,Dentistry and Related Specialties,11
61870,2022,Male,Czech Republic,Therapy and Rehabilitation,11
61927,2022,Male,Eritrea,Dentistry and Related Specialties,11
61931,2022,Male,Eritrea,Pharmacists and Pharmacy Technicians,11
62001,2021,Female,Egypt,Health Administration and Community Health,11
62048,2020,Female,United States,Dentistry and Related Specialties,11
62164,2018,Female,Canada,Laboratories and Medical Technology,11
62225,2021,Female,Immigrant Tribes,Therapy and Rehabilitation,11
62231,2017,Female,Serbia,Nursing and Midwifery,11
62245,2020,Female,Sudan,Health Administration and Community Health,11
62248,2017,Female,Singapore,Nursing and Midwifery,11
62271,2017,Male,Tunisia,Pharmacists and Pharmacy Technicians,11
62289,2020,Male,Italy,Medicine and Surgery,11
62491,2020,Male,United Kingdom,Dentistry and Related Specialties,11
62573,2017,Male,United Kingdom,Dentistry and Related Specialties,11
62683,2018,Female,Iraq,Medicine and Surgery,11
62712,2021,Male,Egypt,Health Administration and Community Health,11
62720,2021,Male,Eritrea,Medicine and Surgery,11
62781,2020,Female,Immigrant Tribes,Nursing and Midwifery,11
62830,2016,Male,Immigrant Tribes,Laboratories and Medical Technology,11
62870,2021,Male,Malaysia,Laboratories and Medical Technology,11
63004,2021,Female,Russia,Medicine and Surgery,11
63085,2021,Female,Palestine,Technicians and Health Assistants,11
63127,2021,Male,Bangladesh,Laboratories and Medical Technology,11
63232,2021,Female,United States,Laboratories and Medical Technology,11
63240,2021,Female,United States,Pharmacists and Pharmacy Technicians,11
63352,2019,Female,United States,Dentistry and Related Specialties,11
63611,2019,Female,Yemen,Pharmacists and Pharmacy Technicians,11
63812,2019,Female,South Africa,Therapy and Rehabilitation,11
63951,2019,Female,Somalia,Medicine and Surgery,11
64597,2019,Female,Jordan,Technicians and Health Assistants,11
64822,2018,Female,Eritrea,Medicine and Surgery,10
64839,2021,Male,Immigrant Tribes,Medicine and Surgery,10
64840,2018,Male,Tunisia,Pharmacists and Pharmacy Technicians,10
64887,2017,Female,Canada,Pharmacists and Pharmacy Technicians,10
64914,2017,Male,South Africa,Laboratories and Medical Technology,10
64946,2016,Male,Syria,Technicians and Health Assistants,10
64963,2019,Female,Serbia,Nursing and Midwifery,10
64982,2016,Male,United Kingdom,Dentistry and Related Specialties,10
64998,2016,Male,Tunisia,Therapy and Rehabilitation,10
64999,2016,Male,Tunisia,Pharmacists and Pharmacy Technicians,10
65026,2017,Male,Portugal,Nursing and Midwifery,10
65078,2016,Male,South Africa,Medicine and Surgery,10
65110,2016,Male,Yemen,Technicians and Health Assistants,10
65129,2020,Male,Iraq,Medicine and Surgery,10
65136,2017,Male,Tunisia,Dentistry and Related Specialties,10
65146,2019,Female,Poland,Nursing and Midwifery,10
65151,2020,Male,Canada,Therapy and Rehabilitation,10
65262,2021,Female,Malaysia,Laboratories and Medical Technology,10
65272,2017,Female,Palestine,Health Administration and Community Health,10
65306,2020,Female,United States,Laboratories and Medical Technology,10
65308,2021,Female,Kenya,Therapy and Rehabilitation,10
65363,2021,Female,Canada,Laboratories and Medical Technology,10
65374,2021,Female,Croatia,Nursing and Midwifery,10
65393,2021,Female,Immigrant Tribes,Laboratories and Medical Technology,10
65428,2017,Female,Sri Lanka,Nursing and Midwifery,10
65466,2021,Female,South Africa,Therapy and Rehabilitation,10
65477,2020,Female,Philippines,Technicians and Health Assistants,10
65486,2020,Female,Poland,Nursing and Midwifery,10
65496,2021,Female,Somalia,Dentistry and Related Specialties,10
65551,2020,Male,Canada,Laboratories and Medical Technology,10
65579,2017,Female,Eritrea,Dentistry and Related Specialties,10
65594,2017,Male,Italy,Medicine and Surgery,10
65645,2017,Female,Nigeria,Therapy and Rehabilitation,10
65647,2020,Female,Somalia,Medicine and Surgery,10
65662,2021,Female,Morocco,Nursing and Midwifery,10
65758,2018,Female,Sri Lanka,Nursing and Midwifery,10
65866,2016,Female,Eritrea,Dentistry and Related Specialties,10
65908,2019,Male,United Kingdom,Dentistry and Related Specialties,10
65920,2016,Female,Palestine,Nursing and Midwifery,10
65961,2018,Male,Portugal,Medicine and Surgery,10
66008,2022,Female,Mali,Nursing and Midwifery,10
66041,2019,Male,United States,Technicians and Health Assistants,10
66119,2022,Male,Indonesia,Medicine and Surgery,10
66139,2019,Male,Canada,Laboratories and Medical Technology,10
66323,2022,Male,Australia,Medicine and Surgery,10
66391,2022,Male,Jordan,Health Administration and Community Health,10
66479,2021,Male,South Africa,Medicine and Surgery,10
66494,2019,Female,Sri Lanka,Nursing and Midwifery,10
66509,2016,Male,Canada,Dentistry and Related Specialties,10
66517,2016,Male,China,Nursing and Midwifery,10
66584,2021,Male,Malaysia,Therapy and Rehabilitation,10
66639,2016,Male,Portugal,Nursing and Midwifery,10
66738,2022,Female,Djibouti,Nursing and Midwifery,10
66757,2020,Female,Canada,Dentistry and Related Specialties,10
66802,2022,Female,Chad,Laboratories and Medical Technology,10
66812,2016,Female,Sri Lanka,Nursing and Midwifery,10
66860,2018,Female,Poland,Nursing and Midwifery,10
66881,2022,Female,Immigrant Tribes,Dentistry and Related Specialties,10
66896,2019,Male,Italy,Medicine and Surgery,10
67230,2018,Male,United Kingdom,Dentistry and Related Specialties,9
67233,2018,Male,Portugal,Nursing and Midwifery,9
67250,2018,Female,Eritrea,Dentistry and Related Specialties,9
67322,2018,Female,Jordan,Health Administration and Community Health,9
67346,2018,Male,South Africa,Laboratories and Medical Technology,9
