,Active_Years,City_Name_En,Longitude,Latitude,Gender_Name_En,Nationality_En,Medical_Field_En,Number_of_Practitioners
15851,2020,Jeddah,39.192505,21.485811,Female,Philippines,Pharmacists and Pharmacy Technicians,63
15855,2021,Riyadh,46.675296,24.713552,Female,Indonesia,Nursing and Midwifery,63
15860,2019,Al-Ahsa,49.449963,25.141626,Male,Philippines,Nursing and Midwifery,63
15864,2021,Riyadh,46.675296,24.713552,Male,Lebanon,Medicine and Surgery,63
15866,2018,Khobar,50.080072,26.182911,Female,Egypt,Medicine and Surgery,63
15867,2021,Jeddah,39.192505,21.485811,Female,Yemen,Dentistry and Related Specialties,63
15868,2022,Almajma,45.373069,25.875887,Male,Saudi Arabia,Technicians and Health Assistants,63
15869,2021,Bisha,42.590167,19.976352,Male,Saudi Arabia,Therapy and Rehabilitation,63
15873,2016,Jeddah,39.192505,21.485811,Female,Yemen,Therapy and Rehabilitation,62
15876,2021,Makkah,39.857912,21.389082,Male,Yemen,Medicine and Surgery,62
15877,2019,Taif,40.424819,21.284078,Male,Philippines,Nursing and Midwifery,62
15878,2020,Abha,42.511724,18.246468,Female,Sudan,Medicine and Surgery,62
15885,2017,Taif,40.424819,21.284078,Female,Sudan,Medicine and Surgery,62
15887,2022,Khobar,50.080072,26.182911,Female,Sudan,Medicine and Surgery,62
15888,2018,Hafr Albatin,45.962711,28.378415,Female,Saudi Arabia,Nursing and Midwifery,62
15889,2022,Khobar,50.080072,26.182911,Female,Pakistan,Nursing and Midwifery,62
15890,2018,Riyadh,46.675296,24.713552,Female,Ireland,Nursing and Midwifery,62
15892,2022,Arar,41.059564,30.959945,Female,Egypt,Medicine and Surgery,62
15893,2021,Hafr Albatin,45.962711,28.378415,Female,Sudan,Medicine and Surgery,62
15895,2022,Taif,40.424819,21.284078,Male,India,Medicine and Surgery,62
15896,2022,Abha,42.511724,18.246468,Female,Sudan,Laboratories and Medical Technology,62
15897,2021,Alqatif  ,49.998236,26.576492,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,62
15899,2022,Khobar,50.080072,26.182911,Female,Egypt,Nursing and Midwifery,62
15900,2022,Sharurah,47.116724,17.485032,Female,India,Nursing and Midwifery,62
15901,2022,Qassim,43.483738,26.207826,Female,Pakistan,Nursing and Midwifery,62
15906,2020,Sakaka,40.104306,29.878003,Male,Egypt,Medicine and Surgery,62
15907,2020,Riyadh,46.675296,24.713552,Male,Yemen,Pharmacists and Pharmacy Technicians,62
15908,2020,Al-Ahsa,49.449963,25.141626,Male,Philippines,Nursing and Midwifery,62
15911,2018,Jubail,49.568742,26.959771,Male,Egypt,Medicine and Surgery,62
15912,2020,Al-Ahsa,49.449963,25.141626,Male,Saudi Arabia,Health Administration and Community Health,62
15916,2022,Bisha,42.590167,19.976352,Female,Sudan,Medicine and Surgery,62
15918,2021,Khobar,50.080072,26.182911,Female,Saudi Arabia,Dentistry and Related Specialties,62
15920,2019,Makkah,39.857912,21.389082,Male,Pakistan,Medicine and Surgery,62
15921,2017,Riyadh,46.675296,24.713552,Male,Egypt,Therapy and Rehabilitation,62
15922,2022,Sihat,50.028202,26.488913,Female,Saudi Arabia,Therapy and Rehabilitation,62
15924,2021,Qunfudah,41.078739,19.12814,Male,Egypt,Medicine and Surgery,62
15929,2021,Hail,41.720824,27.51141,Male,Saudi Arabia,Medicine and Surgery,62
15932,2021,Qassim,43.483738,26.207826,Female,Saudi Arabia,Technicians and Health Assistants,62
15942,2020,Riyadh,46.675296,24.713552,Male,Egypt,Therapy and Rehabilitation,61
15944,2017,Madinah,39.569184,24.524654,Female,Sudan,Medicine and Surgery,61
15946,2017,Madinah,39.569184,24.524654,Female,Pakistan,Nursing and Midwifery,61
15952,2018,Jazan,42.570567,16.889359,Male,Sudan,Medicine and Surgery,61
15953,2022,Khamis Mushait,42.766233,18.309339,Female,Philippines,Laboratories and Medical Technology,61
15954,2017,Alquriyat,37.361353,31.329635,Female,Philippines,Nursing and Midwifery,61
15956,2021,Riyadh,46.675296,24.713552,Male,India,Therapy and Rehabilitation,61
15957,2021,Khobar,50.080072,26.182911,Female,Saudi Arabia,Health Administration and Community Health,61
15960,2016,Hafr Albatin,45.962711,28.378415,Male,Saudi Arabia,Nursing and Midwifery,61
15961,2016,Taif,40.424819,21.284078,Female,Saudi Arabia,Laboratories and Medical Technology,61
15962,2022,Dhahran,50.039302,26.236125,Male,Saudi Arabia,Nursing and Midwifery,61
15964,2017,Abha,42.511724,18.246468,Male,Saudi Arabia,Nursing and Midwifery,61
15966,2021,Jeddah,39.192505,21.485811,Male,Philippines,Therapy and Rehabilitation,61
15968,2022,Madinah,39.569184,24.524654,Female,Philippines,Laboratories and Medical Technology,61
15969,2019,Jeddah,39.192505,21.485811,Female,Egypt,Dentistry and Related Specialties,61
15973,2022,Tarif,38.663469,31.666078,Male,Saudi Arabia,Nursing and Midwifery,61
15979,2022,Jeddah,39.192505,21.485811,Male,Philippines,Dentistry and Related Specialties,61
15980,2018,Yanbu,38.155484,24.056528,Male,Egypt,Medicine and Surgery,61
15981,2022,Jazan,42.570567,16.889359,Male,Yemen,Pharmacists and Pharmacy Technicians,61
15987,2016,Khobar,50.080072,26.182911,Female,Egypt,Pharmacists and Pharmacy Technicians,61
15988,2022,Qassim,43.483738,26.207826,Male,Egypt,Dentistry and Related Specialties,61
15993,2021,Jeddah,39.192505,21.485811,Female,India,Medicine and Surgery,61
15994,2021,Alrass,43.522231,25.851747,Female,Philippines,Nursing and Midwifery,61
15995,2022,Abha,42.511724,18.246468,Female,Sudan,Nursing and Midwifery,61
15999,2019,Buraidah,43.981812,26.359231,Male,Saudi Arabia,Technicians and Health Assistants,61
16001,2022,Dawadmi,44.418179,24.5167,Male,Saudi Arabia,Technicians and Health Assistants,61
16002,2016,Riyadh,46.675296,24.713552,Female,India,Dentistry and Related Specialties,61
16004,2019,Makkah,39.857912,21.389082,Male,Philippines,Nursing and Midwifery,60
16006,2019,Abha,42.511724,18.246468,Male,Philippines,Nursing and Midwifery,60
16009,2019,Abha,42.511724,18.246468,Female,Egypt,Medicine and Surgery,60
16011,2021,Wadi Dawaser,44.850115,20.449286,Male,Saudi Arabia,Nursing and Midwifery,60
16012,2022,Riyadh,46.675296,24.713552,Male,Tunisia,Medicine and Surgery,60
16014,2019,Najran,44.228944,17.565604,Male,Saudi Arabia,Laboratories and Medical Technology,60
16017,2022,Riyadh,46.675296,24.713552,Female,Yemen,Laboratories and Medical Technology,60
16019,2022,Abha,42.511724,18.246468,Male,Syria,Dentistry and Related Specialties,60
16020,2018,Tabuk,36.566191,28.383508,Male,Saudi Arabia,Laboratories and Medical Technology,60
16022,2022,Yanbu,38.155484,24.056528,Male,Saudi Arabia,Laboratories and Medical Technology,60
16023,2019,Riyadh,46.675296,24.713552,Female,Ireland,Nursing and Midwifery,60
16024,2017,Madinah,39.569184,24.524654,Female,Saudi Arabia,Technicians and Health Assistants,60
16025,2021,Al-Ahsa,49.449963,25.141626,Female,Malaysia,Nursing and Midwifery,60
16030,2022,Hail,41.720824,27.51141,Female,Philippines,Laboratories and Medical Technology,60
16031,2022,Qassim,43.483738,26.207826,Female,Sudan,Nursing and Midwifery,60
16032,2018,Abha,42.511724,18.246468,Female,Egypt,Medicine and Surgery,60
16037,2021,Buraidah,43.981812,26.359231,Male,Saudi Arabia,Medicine and Surgery,60
16039,2016,Jeddah,39.192505,21.485811,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,60
16043,2018,Makkah,39.857912,21.389082,Male,Philippines,Nursing and Midwifery,60
16044,2022,Jazan,42.570567,16.889359,Male,Yemen,Medicine and Surgery,60
16046,2018,Albahah,41.471273,20.021741,Male,Saudi Arabia,Therapy and Rehabilitation,60
16047,2018,Madinah,39.569184,24.524654,Male,Philippines,Nursing and Midwifery,60
16048,2022,Alqatif  ,49.998236,26.576492,Male,Egypt,Pharmacists and Pharmacy Technicians,60
16050,2022,Madinah,39.569184,24.524654,Male,Jordan,Nursing and Midwifery,60
16053,2016,Riyadh,46.675296,24.713552,Male,Jordan,Therapy and Rehabilitation,60
16054,2021,Qunfudah,41.078739,19.12814,Male,Saudi Arabia,Nursing and Midwifery,60
16056,2020,Buraidah,43.981812,26.359231,Male,Egypt,Pharmacists and Pharmacy Technicians,60
16057,2016,Madinah,39.569184,24.524654,Female,Malaysia,Nursing and Midwifery,60
16058,2017,Arar,41.059564,30.959945,Female,Saudi Arabia,Nursing and Midwifery,60
16059,2021,Khobar,50.080072,26.182911,Male,Saudi Arabia,Technicians and Health Assistants,60
16062,2019,Sakaka,40.104306,29.878003,Male,Saudi Arabia,Technicians and Health Assistants,60
16065,2016,Madinah,39.569184,24.524654,Female,Saudi Arabia,Technicians and Health Assistants,60
16068,2017,Jeddah,39.192505,21.485811,Female,Philippines,Pharmacists and Pharmacy Technicians,60
16070,2021,Alqatif  ,49.998236,26.576492,Male,Saudi Arabia,Nursing and Midwifery,60
16072,2017,Tabuk,36.566191,28.383508,Male,Saudi Arabia,Laboratories and Medical Technology,60
16073,2016,Riyadh,46.675296,24.713552,Male,India,Dentistry and Related Specialties,60
16076,2017,Alqatif  ,49.998236,26.576492,Female,India,Nursing and Midwifery,59
16079,2021,Qunfudah,41.078739,19.12814,Male,Sudan,Medicine and Surgery,59
16081,2022,Buraidah,43.981812,26.359231,Female,Sudan,Medicine and Surgery,59
16084,2022,Sakaka,40.104306,29.878003,Male,Egypt,Pharmacists and Pharmacy Technicians,59
16086,2020,Buraidah,43.981812,26.359231,Male,Egypt,Medicine and Surgery,59
16087,2020,Arar,41.059564,30.959945,Male,Saudi Arabia,Laboratories and Medical Technology,59
16088,2022,Jubail,49.568742,26.959771,Male,India,Nursing and Midwifery,59
16091,2021,Riyadh,46.675296,24.713552,Female,Jordan,Medicine and Surgery,59
16095,2022,Ras Tanura,49.998236,26.773008,Female,Saudi Arabia,Nursing and Midwifery,59
16097,2016,Riyadh,46.675296,24.713552,Male,Palestine,Medicine and Surgery,59
16100,2018,Riyadh,46.675296,24.713552,Male,Egypt,Therapy and Rehabilitation,59
16101,2019,Taif,40.424819,21.284078,Female,Philippines,Laboratories and Medical Technology,59
16103,2020,Qassim,43.483738,26.207826,Male,Philippines,Nursing and Midwifery,59
16105,2020,Sakaka,40.104306,29.878003,Female,Saudi Arabia,Laboratories and Medical Technology,59
16107,2020,Sakaka,40.104306,29.878003,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,59
16108,2020,Sakaka,40.104306,29.878003,Male,Saudi Arabia,Therapy and Rehabilitation,59
16112,2020,Alqatif  ,49.998236,26.576492,Female,India,Nursing and Midwifery,59
16114,2021,Qassim,43.483738,26.207826,Male,Egypt,Technicians and Health Assistants,59
16115,2018,Alqatif  ,49.998236,26.576492,Female,Saudi Arabia,Laboratories and Medical Technology,59
16117,2018,Alqatif  ,49.998236,26.576492,Female,India,Nursing and Midwifery,59
16118,2016,Jazan,42.570567,16.889359,Male,Saudi Arabia,Technicians and Health Assistants,59
16119,2022,Jeddah,39.192505,21.485811,Female,Pakistan,Nursing and Midwifery,59
16123,2020,Makkah,39.857912,21.389082,Male,Egypt,Dentistry and Related Specialties,59
16124,2017,Abha,42.511724,18.246468,Male,Philippines,Nursing and Midwifery,59
16125,2022,Dammam,50.088794,26.420683,Male,Egypt,Dentistry and Related Specialties,59
16127,2018,Abha,42.511724,18.246468,Male,Saudi Arabia,Nursing and Midwifery,59
16129,2022,Khamis Mushait,42.766233,18.309339,Male,India,Nursing and Midwifery,59
16131,2022,Alqatif  ,49.998236,26.576492,Male,Saudi Arabia,Technicians and Health Assistants,59
16132,2022,Tarot,50.049572,26.564216,Female,Saudi Arabia,Nursing and Midwifery,59
16133,2017,Dammam,50.088794,26.420683,Female,Saudi Arabia,Laboratories and Medical Technology,59
16134,2021,Hail,41.720824,27.51141,Female,Saudi Arabia,Technicians and Health Assistants,59
16136,2021,Dammam,50.088794,26.420683,Male,Jordan,Medicine and Surgery,59
16138,2021,Hafr Albatin,45.962711,28.378415,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,59
16139,2022,Taif,40.424819,21.284078,Male,Sudan,Nursing and Midwifery,59
16140,2022,Bisha,42.590167,19.976352,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,59
16147,2019,Dammam,50.088794,26.420683,Male,India,Nursing and Midwifery,59
16148,2019,Dammam,50.088794,26.420683,Female,Saudi Arabia,Health Administration and Community Health,58
16149,2022,Alquriyat,37.361353,31.329635,Male,Egypt,Medicine and Surgery,58
16150,2017,Riyadh,46.675296,24.713552,Male,Palestine,Medicine and Surgery,58
16151,2019,Riyadh,46.675296,24.713552,Male,Egypt,Therapy and Rehabilitation,58
16153,2016,Khobar,50.080072,26.182911,Male,Philippines,Laboratories and Medical Technology,58
16154,2018,Taif,40.424819,21.284078,Female,Philippines,Laboratories and Medical Technology,58
16155,2017,Jeddah,39.192505,21.485811,Male,Yemen,Medicine and Surgery,58
16161,2020,Yanbu,38.155484,24.056528,Male,Egypt,Medicine and Surgery,58
16166,2019,Riyadh,46.675296,24.713552,Female,Czech Republic,Nursing and Midwifery,58
16168,2020,Riyadh,46.675296,24.713552,Male,Jordan,Dentistry and Related Specialties,58
16171,2022,Dammam,50.088794,26.420683,Female,Malaysia,Nursing and Midwifery,58
16172,2017,Riyadh,46.675296,24.713552,Male,Yemen,Medicine and Surgery,58
16173,2018,Hail,41.720824,27.51141,Female,Saudi Arabia,Technicians and Health Assistants,58
16179,2018,Sakaka,40.104306,29.878003,Male,Saudi Arabia,Laboratories and Medical Technology,58
16180,2022,Najran,44.228944,17.565604,Male,Yemen,Pharmacists and Pharmacy Technicians,58
16181,2016,Jeddah,39.192505,21.485811,Male,Yemen,Medicine and Surgery,58
16184,2021,Qunfudah,41.078739,19.12814,Female,Saudi Arabia,Nursing and Midwifery,58
16185,2016,Taif,40.424819,21.284078,Male,Saudi Arabia,Technicians and Health Assistants,58
16186,2018,Makkah,39.857912,21.389082,Male,Saudi Arabia,Technicians and Health Assistants,58
16187,2016,Riyadh,46.675296,24.713552,Male,Sudan,Nursing and Midwifery,58
16189,2022,Abha,42.511724,18.246468,Male,Yemen,Pharmacists and Pharmacy Technicians,58
16191,2022,Dhahran,50.039302,26.236125,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,58
16193,2022,Dhahran,50.039302,26.236125,Female,United Kingdom,Nursing and Midwifery,58
16194,2020,Khobar,50.080072,26.182911,Male,Saudi Arabia,Therapy and Rehabilitation,58
16196,2017,Riyadh,46.675296,24.713552,Female,Sudan,Nursing and Midwifery,58
16197,2017,Jazan,42.570567,16.889359,Female,Saudi Arabia,Therapy and Rehabilitation,58
16198,2020,Qassim,43.483738,26.207826,Male,Saudi Arabia,Medicine and Surgery,58
16201,2021,Riyadh,46.675296,24.713552,Male,Nigeria,Therapy and Rehabilitation,58
16203,2017,Riyadh,46.675296,24.713552,Female,Finland,Nursing and Midwifery,58
16205,2016,Unaizah,43.987546,26.090731,Female,Philippines,Nursing and Midwifery,58
16206,2021,Al-Ahsa,49.449963,25.141626,Male,India,Medicine and Surgery,58
16208,2016,Dammam,50.088794,26.420683,Male,India,Medicine and Surgery,58
16210,2019,Yanbu,38.155484,24.056528,Male,Egypt,Medicine and Surgery,58
16215,2022,Hafr Albatin,45.962711,28.378415,Male,Pakistan,Medicine and Surgery,58
16216,2018,Alquriyat,37.361353,31.329635,Female,India,Nursing and Midwifery,58
16217,2019,Tabuk,36.566191,28.383508,Female,Saudi Arabia,Health Administration and Community Health,57
16218,2021,Khobar,50.080072,26.182911,Male,Saudi Arabia,Dentistry and Related Specialties,57
16219,2022,Dammam,50.088794,26.420683,Male,Jordan,Dentistry and Related Specialties,57
16221,2018,Riyadh,46.675296,24.713552,Female,Jordan,Therapy and Rehabilitation,57
16222,2019,Madinah,39.569184,24.524654,Female,Pakistan,Nursing and Midwifery,57
16223,2022,Madinah,39.569184,24.524654,Male,Sudan,Laboratories and Medical Technology,57
16225,2021,Tabuk,36.566191,28.383508,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,57
16227,2021,Riyadh,46.675296,24.713552,Male,Pakistan,Laboratories and Medical Technology,57
16228,2017,Taif,40.424819,21.284078,Male,Pakistan,Medicine and Surgery,57
16229,2022,Yanbu,38.155484,24.056528,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,57
16232,2022,Unaizah,43.987546,26.090731,Female,Saudi Arabia,Nursing and Midwifery,57
16233,2019,Riyadh,46.675296,24.713552,Female,Egypt,Therapy and Rehabilitation,57
16234,2019,Hail,41.720824,27.51141,Male,Saudi Arabia,Health Administration and Community Health,57
16235,2016,Riyadh,46.675296,24.713552,Male,Pakistan,Pharmacists and Pharmacy Technicians,57
16236,2021,Makkah,39.857912,21.389082,Female,Egypt,Dentistry and Related Specialties,57
16237,2017,Jeddah,39.192505,21.485811,Female,Syria,Dentistry and Related Specialties,57
16238,2017,Qassim,43.483738,26.207826,Female,Sudan,Medicine and Surgery,57
16240,2021,Jeddah,39.192505,21.485811,Male,Syria,Pharmacists and Pharmacy Technicians,57
16242,2021,Dammam,50.088794,26.420683,Female,Egypt,Nursing and Midwifery,57
16244,2021,Khobar,50.080072,26.182911,Female,Saudi Arabia,Technicians and Health Assistants,57
16245,2021,Makkah,39.857912,21.389082,Male,Egypt,Laboratories and Medical Technology,57
16250,2018,Riyadh,46.675296,24.713552,Female,Canada,Nursing and Midwifery,57
16254,2018,Taif,40.424819,21.284078,Female,Sudan,Medicine and Surgery,57
16255,2016,Jazan,42.570567,16.889359,Male,Saudi Arabia,Nursing and Midwifery,57
16257,2022,Alwajjh,36.468896,26.236606,Male,Saudi Arabia,Nursing and Midwifery,57
16258,2016,Najran,44.228944,17.565604,Male,Saudi Arabia,Technicians and Health Assistants,57
16262,2018,Riyadh,46.675296,24.713552,Female,Finland,Nursing and Midwifery,57
16263,2022,Qassim,43.483738,26.207826,Male,India,Medicine and Surgery,57
16264,2017,Riyadh,46.675296,24.713552,Male,Jordan,Laboratories and Medical Technology,57
16266,2016,Taif,40.424819,21.284078,Female,Sudan,Medicine and Surgery,57
16268,2022,Najran,44.228944,17.565604,Male,Pakistan,Medicine and Surgery,57
16269,2022,Dhahran,50.039302,26.236125,Female,Jordan,Nursing and Midwifery,57
16275,2021,Jazan,42.570567,16.889359,Male,Pakistan,Medicine and Surgery,57
16276,2017,Al-Ahsa,49.449963,25.141626,Female,Malaysia,Nursing and Midwifery,57
16281,2022,Jeddah,39.192505,21.485811,Female,India,Dentistry and Related Specialties,57
16288,2022,Khamis Mushait,42.766233,18.309339,Female,Sudan,Medicine and Surgery,57
16289,2016,Al-Ahsa,49.449963,25.141626,Female,Malaysia,Nursing and Midwifery,57
16291,2021,Al-Ahsa,49.449963,25.141626,Male,Egypt,Technicians and Health Assistants,57
16294,2021,Nairiyah,48.485517,27.470368,Female,India,Nursing and Midwifery,57
16296,2016,Madinah,39.569184,24.524654,Female,Sudan,Medicine and Surgery,57
16301,2018,Makkah,39.857912,21.389082,Male,Saudi Arabia,Medicine and Surgery,57
16303,2022,Madinah,39.569184,24.524654,Female,Sudan,Laboratories and Medical Technology,57
16309,2017,Hail,41.720824,27.51141,Male,Saudi Arabia,Health Administration and Community Health,56
16314,2022,Buraidah,43.981812,26.359231,Male,Sudan,Medicine and Surgery,56
16316,2017,Tabuk,36.566191,28.383508,Male,Saudi Arabia,Technicians and Health Assistants,56
16318,2017,Riyadh,46.675296,24.713552,Female,Jordan,Laboratories and Medical Technology,56
16319,2019,Buraidah,43.981812,26.359231,Male,Saudi Arabia,Health Administration and Community Health,56
16320,2022,Alkharj  ,47.324788,24.157604,Male,Egypt,Pharmacists and Pharmacy Technicians,56
16321,2020,Madinah,39.569184,24.524654,Female,Saudi Arabia,Health Administration and Community Health,56
16325,2017,Makkah,39.857912,21.389082,Female,Philippines,Laboratories and Medical Technology,56
16326,2017,Makkah,39.857912,21.389082,Female,Pakistan,Medicine and Surgery,56
