,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Profile_Status_En,Number_of_Practitioners
39725,2019,Female,Palestine,Laboratories and Medical Technology,Clear,24
39727,2022,Female,Azerbaijan,Medicine and Surgery,Clear,24
39729,2016,Female,Cuba,Medicine and Surgery,Clear,24
39731,2020,Female,Czech Republic,Therapy and Rehabilitation,Clear,24
39738,2018,Female,Pakistan,Therapy and Rehabilitation,Clear,24
39739,2022,Female,Greece,Medicine and Surgery,Clear,24
39741,2021,Male,United States,Dentistry and Related Specialties,Clear,24
39743,2016,Female,Tunisia,Medicine and Surgery,Clear,24
39744,2022,Female,Iraq,Medicine and Surgery,Clear,24
39747,2018,Male,Saudi Arabia,Laboratories and Medical Technology,Temporary Suspended,24
39748,2019,Female,Palestine,Medicine and Surgery,Clear,24
39753,2021,Male,Yemen,Technicians and Health Assistants,Clear,24
39754,2021,Male,Tunisia,Dentistry and Related Specialties,Clear,24
39759,2022,Male,Canada,Laboratories and Medical Technology,Clear,23
39761,2017,Female,United States,Dentistry and Related Specialties,Clear,23
39763,2022,Male,Australia,Nursing and Midwifery,Clear,23
39765,2022,Male,Argentina,Medicine and Surgery,Clear,23
39766,2020,Female,Bangladesh,Medicine and Surgery,Clear,23
39767,2018,Female,Sudan,Health Administration and Community Health,Clear,23
39768,2017,Female,United Kingdom,Medicine and Surgery,Clear,23
39769,2018,Female,Yemen,Health Administration and Community Health,Clear,23
39770,2020,Male,France,Medicine and Surgery,Clear,23
39774,2018,Male,Egypt,Medicine and Surgery,Blacklisted,23
39775,2017,Male,India,Nursing and Midwifery,Blacklisted,23
39780,2022,Female,Ethiopia,Nursing and Midwifery,Clear,23
39784,2016,Female,United States,Laboratories and Medical Technology,Clear,23
39787,2018,Female,Lebanon,Therapy and Rehabilitation,Clear,23
39788,2017,Female,Tunisia,Dentistry and Related Specialties,Clear,23
39789,2021,Male,United States,Laboratories and Medical Technology,Clear,23
39790,2016,Male,Saudi Arabia,Therapy and Rehabilitation,Temporary Suspended,23
39792,2022,Female,Somalia,Dentistry and Related Specialties,Clear,23
39796,2018,Male,United States,Nursing and Midwifery,Clear,23
39797,2021,Male,Palestine,Nursing and Midwifery,Clear,23
39799,2017,Male,France,Medicine and Surgery,Clear,23
39800,2019,Female,United Kingdom,Medicine and Surgery,Clear,23
39801,2022,Female,Philippines,Nursing and Midwifery,Blacklisted,23
39809,2018,Female,Philippines,Therapy and Rehabilitation,Blacklisted,23
39814,2020,Female,United States,Therapy and Rehabilitation,Clear,23
39816,2022,Male,Immigrant Tribes,Dentistry and Related Specialties,Clear,23
39818,2021,Female,Chad,Nursing and Midwifery,Clear,22
39822,2022,Male,Lebanon,Therapy and Rehabilitation,Clear,22
39823,2020,Female,Slovakia,Nursing and Midwifery,Clear,22
39826,2016,Male,Canada,Therapy and Rehabilitation,Clear,22
39834,2017,Male,Australia,Nursing and Midwifery,Clear,22
39836,2020,Female,India,Nursing and Midwifery,Temporary Suspended,22
39839,2021,Male,Russia,Medicine and Surgery,Clear,22
39840,2020,Female,Syria,Laboratories and Medical Technology,Clear,22
39848,2019,Female,Bangladesh,Medicine and Surgery,Clear,22
39849,2022,Male,United States,Pharmacists and Pharmacy Technicians,Clear,22
39851,2020,Female,Lebanon,Medicine and Surgery,Clear,22
39852,2016,Male,Australia,Nursing and Midwifery,Clear,22
39853,2016,Female,United States,Dentistry and Related Specialties,Clear,22
39858,2020,Female,Somalia,Nursing and Midwifery,Clear,22
39861,2016,Male,India,Technicians and Health Assistants,Blacklisted,22
39867,2018,Female,United Kingdom,Medicine and Surgery,Clear,22
39868,2022,Male,United Kingdom,Dentistry and Related Specialties,Clear,22
39871,2017,Female,United States,Laboratories and Medical Technology,Clear,22
39874,2019,Male,France,Medicine and Surgery,Clear,22
39875,2021,Male,Yemen,Nursing and Midwifery,Clear,22
39876,2018,Female,Yemen,Pharmacists and Pharmacy Technicians,Clear,22
39877,2018,Female,Canada,Medicine and Surgery,Clear,22
39878,2022,Female,Morocco,Nursing and Midwifery,Clear,22
39880,2018,Female,South Africa,Laboratories and Medical Technology,Clear,22
39881,2020,Female,Pakistan,Laboratories and Medical Technology,Clear,22
39887,2019,Female,Pakistan,Therapy and Rehabilitation,Clear,21
39900,2016,Female,Pakistan,Therapy and Rehabilitation,Clear,21
39901,2019,Female,Lebanon,Medicine and Surgery,Clear,21
39903,2016,Male,Germany,Medicine and Surgery,Clear,21
39905,2017,Female,Sudan,Health Administration and Community Health,Clear,21
39908,2019,Male,United States,Nursing and Midwifery,Clear,21
39909,2020,Male,Spain,Medicine and Surgery,Clear,21
39910,2018,Male,United States,Laboratories and Medical Technology,Clear,21
39912,2017,Male,India,Technicians and Health Assistants,Blacklisted,21
39913,2022,Female,Palestine,Technicians and Health Assistants,Clear,21
39915,2019,Male,Syria,Therapy and Rehabilitation,Clear,21
39920,2021,Female,Greece,Medicine and Surgery,Clear,21
39930,2020,Female,Tunisia,Therapy and Rehabilitation,Clear,21
39933,2017,Male,Egypt,Medicine and Surgery,Temporary Suspended,21
39934,2021,Female,Czech Republic,Therapy and Rehabilitation,Clear,21
39935,2022,Female,Russia,Medicine and Surgery,Clear,21
39938,2018,Male,France,Medicine and Surgery,Clear,21
39940,2019,Female,Pakistan,Laboratories and Medical Technology,Clear,21
39941,2018,Female,Yemen,Technicians and Health Assistants,Clear,21
39942,2022,Male,Palestine,Technicians and Health Assistants,Clear,21
39952,2016,Male,Nigeria,Therapy and Rehabilitation,Clear,21
39959,2016,Male,Bangladesh,Pharmacists and Pharmacy Technicians,Blacklisted,21
39965,2021,Male,Immigrant Tribes,Pharmacists and Pharmacy Technicians,Clear,21
39966,2021,Male,Italy,Medicine and Surgery,Clear,21
39968,2021,Male,Turkey,Medicine and Surgery,Clear,21
39972,2021,Male,Afghanistan,Medicine and Surgery,Clear,20
39975,2018,Female,Tunisia,Dentistry and Related Specialties,Clear,20
39981,2022,Male,Canada,Dentistry and Related Specialties,Clear,20
39982,2018,Male,Tunisia,Nursing and Midwifery,Clear,20
39984,2022,Male,United States,Nursing and Midwifery,Clear,20
39988,2021,Female,Eritrea,Medicine and Surgery,Clear,20
39992,2017,Male,Germany,Medicine and Surgery,Clear,20
39997,2017,Male,Egypt,Pharmacists and Pharmacy Technicians,Temporary Suspended,20
39999,2020,Male,Philippines,Nursing and Midwifery,Blacklisted,20
40000,2017,Female,United States,Pharmacists and Pharmacy Technicians,Clear,20
40002,2020,Female,Tunisia,Dentistry and Related Specialties,Clear,20
40005,2016,Male,France,Medicine and Surgery,Clear,20
40007,2016,Female,Yemen,Nursing and Midwifery,Clear,20
40008,2020,Male,Yemen,Therapy and Rehabilitation,Clear,20
40010,2019,Male,India,Laboratories and Medical Technology,Blacklisted,20
40011,2022,Male,Bangladesh,Laboratories and Medical Technology,Clear,20
40016,2016,Female,Somalia,Nursing and Midwifery,Clear,20
40021,2016,Male,Indonesia,Nursing and Midwifery,Clear,20
40022,2020,Female,Lebanon,Dentistry and Related Specialties,Clear,20
40023,2022,Male,Immigrant Tribes,Medicine and Surgery,Clear,20
40039,2021,Male,United Kingdom,Dentistry and Related Specialties,Clear,20
40042,2022,Female,United States,Dentistry and Related Specialties,Clear,20
40045,2021,Male,United Kingdom,Laboratories and Medical Technology,Clear,20
40048,2019,Female,South Africa,Laboratories and Medical Technology,Clear,20
40049,2016,Male,United States,Dentistry and Related Specialties,Clear,20
40054,2019,Female,Bangladesh,Nursing and Midwifery,Clear,20
40060,2021,Male,Iraq,Medicine and Surgery,Clear,19
40071,2022,Female,Iraq,Dentistry and Related Specialties,Clear,19
40074,2020,Female,Yemen,Health Administration and Community Health,Clear,19
40076,2016,Male,Cuba,Medicine and Surgery,Clear,19
40077,2017,Male,Bangladesh,Pharmacists and Pharmacy Technicians,Blacklisted,19
40080,2016,Female,Egypt,Medicine and Surgery,Blacklisted,19
40088,2016,Female,Sudan,Technicians and Health Assistants,Clear,19
40092,2017,Male,Palestine,Therapy and Rehabilitation,Clear,19
40093,2016,Female,United States,Pharmacists and Pharmacy Technicians,Clear,19
40096,2017,Female,Somalia,Medicine and Surgery,Clear,19
40097,2017,Female,India,Laboratories and Medical Technology,Temporary Suspended,19
40098,2022,Male,Portugal,Nursing and Midwifery,Clear,19
40099,2017,Female,Canada,Medicine and Surgery,Clear,19
40100,2017,Female,Egypt,Medicine and Surgery,Blacklisted,19
40103,2016,Female,Canada,Medicine and Surgery,Clear,19
40116,2017,Female,Yemen,Technicians and Health Assistants,Clear,19
40117,2017,Female,Philippines,Dentistry and Related Specialties,Blacklisted,19
40119,2018,Female,India,Technicians and Health Assistants,Clear,19
40122,2016,Female,Pakistan,Laboratories and Medical Technology,Clear,19
40123,2022,Female,Syria,Health Administration and Community Health,Clear,19
40124,2019,Female,Canada,Medicine and Surgery,Clear,19
40131,2019,Female,Slovakia,Nursing and Midwifery,Clear,19
40133,2022,Female,United States,Therapy and Rehabilitation,Clear,19
40138,2020,Female,Algeria,Medicine and Surgery,Clear,19
40151,2021,Male,Syria,Technicians and Health Assistants,Clear,18
40186,2022,Male,Algeria,Dentistry and Related Specialties,Clear,18
40190,2022,Male,Immigrant Tribes,Laboratories and Medical Technology,Clear,18
40381,2021,Male,Saudi Arabia,Therapy and Rehabilitation,Temporary Suspended,18
40673,2017,Male,United States,Dentistry and Related Specialties,Clear,18
40773,2017,Male,United States,Pharmacists and Pharmacy Technicians,Clear,18
40792,2017,Male,United States,Technicians and Health Assistants,Clear,18
40883,2018,Female,Bangladesh,Nursing and Midwifery,Clear,18
40921,2017,Male,Canada,Therapy and Rehabilitation,Clear,18
40929,2022,Female,Egypt,Health Administration and Community Health,Clear,18
40940,2022,Male,Nigeria,Nursing and Midwifery,Clear,18
40975,2016,Female,Pakistan,Nursing and Midwifery,Blacklisted,18
40976,2017,Male,Bangladesh,Pharmacists and Pharmacy Technicians,Clear,18
40983,2022,Female,Canada,Dentistry and Related Specialties,Clear,18
41136,2022,Male,Canada,Nursing and Midwifery,Clear,18
41212,2020,Male,Germany,Medicine and Surgery,Clear,18
41302,2019,Female,Lebanon,Therapy and Rehabilitation,Clear,18
41326,2018,Male,Sudan,Technicians and Health Assistants,Clear,18
41379,2021,Female,Azerbaijan,Medicine and Surgery,Clear,18
41428,2020,Male,Palestine,Therapy and Rehabilitation,Clear,18
41496,2018,Male,United States,Pharmacists and Pharmacy Technicians,Clear,18
41557,2019,Male,United States,Laboratories and Medical Technology,Clear,18
41574,2019,Female,Yemen,Technicians and Health Assistants,Clear,18
41611,2019,Male,Germany,Medicine and Surgery,Clear,18
41669,2019,Male,Palestine,Therapy and Rehabilitation,Clear,18
41741,2019,Female,Pakistan,Pharmacists and Pharmacy Technicians,Clear,18
41782,2020,Female,Canada,Medicine and Surgery,Clear,18
41797,2019,Female,Tunisia,Therapy and Rehabilitation,Clear,18
41810,2019,Female,Tunisia,Dentistry and Related Specialties,Clear,18
41819,2016,Male,India,Medicine and Surgery,Blacklisted,18
41896,2021,Female,India,Nursing and Midwifery,Temporary Suspended,18
41927,2016,Male,Spain,Medicine and Surgery,Clear,18
41932,2018,Male,Palestine,Therapy and Rehabilitation,Clear,18
41990,2018,Male,Australia,Nursing and Midwifery,Clear,18
42013,2016,Female,Canada,Therapy and Rehabilitation,Clear,18
42022,2021,Female,United States,Dentistry and Related Specialties,Clear,18
42078,2021,Female,Serbia,Nursing and Midwifery,Clear,18
42105,2018,Male,Germany,Medicine and Surgery,Clear,18
42114,2016,Female,United Kingdom,Medicine and Surgery,Clear,18
42133,2018,Female,Tunisia,Therapy and Rehabilitation,Clear,18
42167,2018,Female,United States,Laboratories and Medical Technology,Clear,18
42203,2021,Female,Eritrea,Therapy and Rehabilitation,Clear,18
42240,2021,Female,Saudi Arabia,Laboratories and Medical Technology,Temporary Suspended,18
42247,2022,Male,Bangladesh,Dentistry and Related Specialties,Clear,17
42248,2020,Female,Lebanon,Therapy and Rehabilitation,Clear,17
42252,2020,Female,United Kingdom,Laboratories and Medical Technology,Clear,17
42254,2016,Male,India,Pharmacists and Pharmacy Technicians,Blacklisted,17
42260,2020,Female,India,Technicians and Health Assistants,Clear,17
42263,2017,Male,Philippines,Laboratories and Medical Technology,Blacklisted,17
42264,2017,Female,Saudi Arabia,Therapy and Rehabilitation,Temporary Suspended,17
42268,2021,Female,Tunisia,Laboratories and Medical Technology,Clear,17
42273,2020,Female,Yemen,Technicians and Health Assistants,Clear,17
42274,2022,Male,Lebanon,Laboratories and Medical Technology,Clear,17
42277,2021,Female,Palestine,Health Administration and Community Health,Clear,17
42278,2021,Male,United States,Pharmacists and Pharmacy Technicians,Clear,17
42279,2022,Male,Canada,Therapy and Rehabilitation,Clear,17
42281,2016,Female,India,Technicians and Health Assistants,Clear,17
42282,2016,Male,Syria,Medicine and Surgery,Blacklisted,17
42285,2016,Male,United States,Technicians and Health Assistants,Clear,17
42286,2019,Female,United Kingdom,Laboratories and Medical Technology,Clear,17
42293,2021,Male,Nigeria,Nursing and Midwifery,Clear,17
42299,2018,Male,Spain,Medicine and Surgery,Clear,17
42301,2020,Male,Kuwait,Medicine and Surgery,Clear,17
42302,2016,Male,Palestine,Nursing and Midwifery,Clear,17
42306,2016,Female,Yemen,Health Administration and Community Health,Clear,17
42307,2020,Male,United States,Laboratories and Medical Technology,Clear,17
42308,2022,Female,Malaysia,Therapy and Rehabilitation,Clear,17
42312,2018,Female,United Kingdom,Laboratories and Medical Technology,Clear,17
42317,2017,Male,Yemen,Therapy and Rehabilitation,Clear,17
42319,2017,Female,India,Technicians and Health Assistants,Clear,17
42322,2018,Female,United States,Pharmacists and Pharmacy Technicians,Clear,17
42323,2017,Female,Indonesia,Nursing and Midwifery,Blacklisted,17
42325,2020,Male,Scotland,Medicine and Surgery,Clear,17
42326,2022,Female,Philippines,Technicians and Health Assistants,Clear,17
42327,2017,Female,Tunisia,Therapy and Rehabilitation,Clear,17
42328,2016,Female,Yemen,Technicians and Health Assistants,Clear,17
42330,2018,Female,United States,Dentistry and Related Specialties,Clear,17
42332,2017,Male,United Kingdom,Laboratories and Medical Technology,Clear,17
42339,2017,Female,Canada,Dentistry and Related Specialties,Clear,17
42345,2019,Female,Eritrea,Laboratories and Medical Technology,Clear,17
42346,2021,Male,Australia,Nursing and Midwifery,Clear,17
42349,2022,Female,Lebanon,Pharmacists and Pharmacy Technicians,Clear,17
42350,2017,Male,Sudan,Technicians and Health Assistants,Clear,17
45458,2016,Female,Singapore,Nursing and Midwifery,Clear,16
45463,2016,Male,Somalia,Medicine and Surgery,Clear,16
45464,2016,Male,Philippines,Nursing and Midwifery,Temporary Suspended,16
45469,2016,Male,Bangladesh,Pharmacists and Pharmacy Technicians,Clear,16
45470,2016,Female,Tunisia,Dentistry and Related Specialties,Clear,16
45472,2016,Female,Sudan,Health Administration and Community Health,Clear,16
45474,2016,Female,South Africa,Therapy and Rehabilitation,Clear,16
45477,2017,Female,Eritrea,Nursing and Midwifery,Clear,16
45479,2017,Male,India,Medicine and Surgery,Blacklisted,16
45483,2017,Male,Saudi Arabia,Laboratories and Medical Technology,Temporary Suspended,16
45484,2017,Male,Philippines,Nursing and Midwifery,Temporary Suspended,16
45488,2017,Female,Lebanon,Pharmacists and Pharmacy Technicians,Clear,16
45491,2017,Female,Somalia,Nursing and Midwifery,Clear,16
45521,2016,Female,India,Laboratories and Medical Technology,Temporary Suspended,16
45522,2016,Female,Eritrea,Nursing and Midwifery,Clear,16
45538,2018,Female,India,Laboratories and Medical Technology,Temporary Suspended,16
45547,2020,Male,United States,Nursing and Midwifery,Clear,16
45549,2020,Male,United Kingdom,Laboratories and Medical Technology,Clear,16
45551,2020,Male,Tunisia,Dentistry and Related Specialties,Clear,16
45558,2021,Female,Philippines,Technicians and Health Assistants,Clear,16
45559,2021,Female,Syria,Health Administration and Community Health,Clear,16
45560,2021,Male,Canada,Laboratories and Medical Technology,Clear,16
45562,2022,Female,Ireland,Medicine and Surgery,Clear,16
45564,2022,Female,India,Nursing and Midwifery,Temporary Suspended,16
45566,2021,Male,Tunisia,Therapy and Rehabilitation,Clear,16
45570,2021,Male,Canada,Nursing and Midwifery,Clear,16
45573,2021,Male,Ghana,Therapy and Rehabilitation,Clear,16
45585,2018,Male,Philippines,Nursing and Midwifery,Temporary Suspended,16
45587,2018,Male,India,Nursing and Midwifery,Blacklisted,16
45591,2018,Male,Egypt,Medicine and Surgery,Temporary Suspended,16
45593,2018,Male,Bangladesh,Pharmacists and Pharmacy Technicians,Clear,16
45595,2018,Female,Somalia,Medicine and Surgery,Clear,16
45600,2019,Female,India,Technicians and Health Assistants,Clear,16
45603,2020,Female,India,Laboratories and Medical Technology,Blacklisted,16
45605,2020,Female,Eritrea,Nursing and Midwifery,Clear,16
45607,2019,Male,United States,Pharmacists and Pharmacy Technicians,Clear,16
45608,2019,Male,Sudan,Technicians and Health Assistants,Clear,16
45613,2019,Male,Canada,Therapy and Rehabilitation,Clear,16
45616,2019,Female,Sudan,Health Administration and Community Health,Clear,16
46456,2022,Male,Yemen,Health Administration and Community Health,Clear,16
46466,2022,Male,Immigrant Tribes,Technicians and Health Assistants,Clear,16
46467,2022,Male,United States,Technicians and Health Assistants,Clear,16
46470,2022,Male,Venezuela,Medicine and Surgery,Clear,16
46484,2022,Male,Kenya,Therapy and Rehabilitation,Clear,16
46975,2022,Male,Ireland,Nursing and Midwifery,Clear,15
47106,2022,Male,Ghana,Therapy and Rehabilitation,Clear,15
47405,2016,Female,Indonesia,Nursing and Midwifery,Blacklisted,15
47425,2016,Female,Canada,Laboratories and Medical Technology,Clear,15
47437,2016,Female,Philippines,Laboratories and Medical Technology,Temporary Suspended,15
