,Academic_Year,Gender_En,Nationality_Name_En,Current_Medical_Field_En,University_Name,Current_Training_Center_Name_En,Number_of_Trainees,University_Longitude,University_Latitude,Training_Center_Longitude,Training_Center_Latitude
1457,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Unknown,Specialized Dental Center in North Jeddah,12,,,39.362754,21.4222327
1458,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Abdullah bin Abdulaziz University Hospital at Princess Nora Bint Abdulrahmsn University in Riyadh,11,,,46.6375541,24.7414432
1459,2020,Male,Saudi Arabia,Medicine and Surgery,Taibah University,JointProgram for Family Medicine in Madinah,11,39.5421798,24.4860782,38.194309,24.0204254
1460,2019,Female,Saudi Arabia,Medicine and Surgery,Unknown,The program of the Ministry of Health in Madinah,11,,,38.194309,24.0204254
1461,2018,Male,Saudi Arabia,Medicine and Surgery,Taif University,King Abdulaziz Specialist Hospital in Taif,11,40.4969016,21.4322895,40.412451,21.2401719
1462,2019,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Unknown,King Faisal Specialist Hospital and Research Center in Riyadh,11,,,46.6375541,24.7414432
1463,2018,Male,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,King Faisal Specialist Hospital and Research Center in Riyadh,11,39.952206,21.3299695,46.6375541,24.7414432
1464,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,"Joint training program in the eastern region, Al-Ahsa",11,,,49.5142036,25.332395
1465,2020,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,AlQatif Central Hospital,11,50.1925873,26.3928001,50.1506389,26.2846113
1466,2021,Male,Saudi Arabia,Nursing and Midwifery,Unknown,King Abdullah Medical City in the Holy Capital,11,,,39.94124,21.331945
1467,2016,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Abdulaziz Medical City of National Guard in Alahsa,11,,,49.5142036,25.332395
1468,2019,Male,Saudi Arabia,Medicine and Surgery,King Khalid University,General Directorate of Health Affairs in Jazan Region,11,46.6218429,24.7131974,42.5471234,16.978015
1469,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,JointProgram for Family Medicine in Madinah,11,39.5421798,24.4860782,38.194309,24.0204254
1470,2016,Female,Saudi Arabia,Medicine and Surgery,King Faisal University,King Fahd Specialist Hospital in Dammam,11,46.67701100000001,24.6645919,50.1506389,26.2846113
1471,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,The program of the Ministry of Health in Madinah,11,,,38.194309,24.0204254
1472,2017,Female,Saudi Arabia,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,King Fahd General Hospital in Jeddah,11,39.208402,21.4460742,39.362754,21.4222327
1473,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Unknown,Dental clinics at the Dentistry Coolage at Dar Al Uloom University in Riyadh,11,,,46.6375541,24.7414432
1474,2021,Female,Saudi Arabia,Medicine and Surgery,Taibah University,King Faisal Specialist Hospital and Research Center in Riyadh,11,39.5421798,24.4860782,46.6375541,24.7414432
1475,2019,Male,Saudi Arabia,Medicine and Surgery,Unknown,"Joint training program in the Western Region, Taif",11,,,40.412451,21.2401719
1476,2019,Male,Saudi Arabia,Medicine and Surgery,Unknown,Joint Training Program in the Central Region,11,,,46.6375541,24.7414432
1477,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,King Fahad Medical City in Riyadh,11,39.5421798,24.4860782,46.6375541,24.7414432
1478,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Unknown,Security Forces Hospital in Riyadh,11,,,46.6375541,24.7414432
1479,2016,Male,Saudi Arabia,Medicine and Surgery,King Faisal University,Prince Sultan Military Medical City in Riyadh,11,46.67701100000001,24.6645919,46.6375541,24.7414432
1480,2021,Male,Saudi Arabia,Medicine and Surgery,King Saud Bin Abdulaziz University For Health Scinces,King Faisal Specialist Hospital and Research Center in Riyadh,11,46.852742,24.754344,46.6375541,24.7414432
1481,2017,Male,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,King Faisal Hospital in Mecca,11,39.952206,21.3299695,39.94124,21.331945
1482,2019,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Abdulaziz Air Base Hospital in Dhahran,11,,,50.1506389,26.2846113
1483,2017,Female,Saudi Arabia,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,King Fahd Hospital of Armed Forces in Jeddah,11,39.208402,21.4460742,39.362754,21.4222327
1484,2019,Male,Saudi Arabia,Medicine and Surgery,Unknown,International Medical Center in Jeddah,11,,,39.362754,21.4222327
1485,2016,Female,Saudi Arabia,Medicine and Surgery,Unknown,Maternity and Children Hospital in Dammam,11,,,50.1506389,26.2846113
1486,2021,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Khalid Hospital in Hail,11,,,41.6967663,27.5085257
1487,2019,Female,Saudi Arabia,Medicine and Surgery,Unknown,Pediatric Hospital in Taif,11,,,40.412451,21.2401719
1488,2018,Male,Saudi Arabia,Medicine and Surgery,King Faisal University,Maternity and Children Hospital in Mubarraz,11,46.67701100000001,24.6645919,49.5142036,25.332395
1489,2016,Female,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,King Fahad Medical City in Riyadh,11,39.952206,21.3299695,46.6375541,24.7414432
1490,2018,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,King Faisal Specialist Hospital and Research Center in Riyadh,11,50.1925873,26.3928001,46.6375541,24.7414432
1491,2017,Female,Saudi Arabia,Medicine and Surgery,Alfaisal University,King Faisal Specialist Hospital and Research Center in Riyadh,11,46.67701100000001,24.6645919,46.6375541,24.7414432
1492,2016,Male,Saudi Arabia,Medicine and Surgery,Unknown,Prince Mohammed bin Abdulaziz Hospital in Riyadh,11,,,46.6375541,24.7414432
1493,2018,Male,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,Armed Forces Hospital in Al-Hada in Taif,11,39.952206,21.3299695,40.412451,21.2401719
1494,2016,Female,Saudi Arabia,Medicine and Surgery,Qassim University,King Faisal Specialist Hospital and Research Center in Riyadh,11,43.7668031,26.3488806,46.6375541,24.7414432
1495,2019,Male,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Faisal Specialist Hospital and Research Center in Riyadh,11,39.2391473,21.4932675,46.6375541,24.7414432
1496,2016,Female,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,King Abdulaziz Hospital in Mecca,11,39.952206,21.3299695,39.94124,21.331945
1497,2017,Male,Saudi Arabia,Medicine and Surgery,Prince Sattam Bin Abdulaziz University,Prince Sultan Military Medical City in Riyadh,11,47.2718009,24.1532384,46.6375541,24.7414432
1498,2021,Female,Saudi Arabia,Medicine and Surgery,Unknown,Dallah Hospital in Riyadh,11,,,46.6375541,24.7414432
1499,2020,Male,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,King Abdulaziz University Hospital in Jeddah,11,39.952206,21.3299695,39.362754,21.4222327
1500,2016,Female,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Fahad Medical City in Riyadh,11,39.2391473,21.4932675,46.6375541,24.7414432
1501,2019,Female,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,King Faisal Specialist Hospital and Research Center in Riyadh,11,39.952206,21.3299695,46.6375541,24.7414432
1502,2021,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Khalid Hospital and Prince Sultan Center for Curative Services in Al-Kharj,11,,,46.6375541,24.7414432
1503,2019,Female,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Fahad Medical City in Riyadh,11,39.2391473,21.4932675,46.6375541,24.7414432
1504,2018,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,Family Medicine Academy in the First Health Cluster,11,50.1925873,26.3928001,46.6375541,24.7414432
1505,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,King Saud Medical City in Riyadh,11,46.7012672,24.8113861,46.6375541,24.7414432
1506,2021,Female,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,King Abdullah Medical City in the Holy Capital,11,39.952206,21.3299695,39.94124,21.331945
1507,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,"Joint training program in the Western Region, Madinah",11,,,38.194309,24.0204254
1508,2018,Female,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Fahd Specialist Hospital in Dammam,11,39.2391473,21.4932675,50.1506389,26.2846113
1509,2022,Male,Saudi Arabia,Medicine and Surgery,Unknown,Medical City of King Saud University in Riyadh,11,,,46.6375541,24.7414432
1510,2019,Male,Saudi Arabia,Medicine and Surgery,Unknown,Royal Commission Medical Center in Yanbu,11,,,38.194309,24.0204254
1511,2019,Female,Saudi Arabia,Medicine and Surgery,Unknown,"Joint training program in the Western Region, Tabuk",11,,,36.5957527,28.3494438
1512,2019,Female,Saudi Arabia,Medicine and Surgery,Unknown,"Joint training program in the central region, Riyadh",11,,,46.6375541,24.7414432
1513,2019,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,King Fahd Military Medical Complex in Dhahran,11,50.1925873,26.3928001,50.1506389,26.2846113
1514,2019,Female,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,Dammam Medical Complex,11,50.1925873,26.3928001,50.1506389,26.2846113
1515,2019,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Abdullah bin Abdulaziz University Hospital at Princess Nora Bint Abdulrahmsn University in Riyadh,11,,,46.6375541,24.7414432
1516,2019,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Fahd Specialist Hospital in Buraidah,11,,,43.4838773,25.8827324
1517,2019,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Faisal Hospital in Mecca,11,,,39.94124,21.331945
1518,2021,Male,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Faisal Specialist Hospital and Research Center in Jeddah,11,39.2391473,21.4932675,39.362754,21.4222327
1519,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Unknown,Prince Abdulrahman bin Abdulaziz Institute for Graduate Studies in Dentistry in Riyadh,11,,,46.6375541,24.7414432
1520,2016,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Fahd Hospital of the Armed Forces in the south,11,,,42.5238139,18.2024106
1521,2021,Male,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Fahd General Hospital in Jeddah,11,39.2391473,21.4932675,39.362754,21.4222327
1522,2019,Male,Saudi Arabia,Medicine and Surgery,Unknown,Uhud General Hospital in Medina,11,,,38.194309,24.0204254
1523,2018,Male,Saudi Arabia,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,King Abdulaziz Hospital in Jeddah,11,39.208402,21.4460742,39.362754,21.4222327
1524,2016,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,King Saud University,King Faisal Specialist Hospital and Research Center in Riyadh,11,46.6236596,24.7252026,46.6375541,24.7414432
1525,2020,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Unknown,King Faisal Specialist Hospital and Research Center in Riyadh,11,,,46.6375541,24.7414432
1526,2016,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Fahd Specialist Hospital in Buraidah,11,,,43.4838773,25.8827324
1527,2022,Female,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Abdulaziz University Hospital in Jeddah,11,39.2391473,21.4932675,39.362754,21.4222327
1528,2018,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Abdulaziz Specialist Hospital in Taif,11,,,40.412451,21.2401719
1529,2017,Female,Saudi Arabia,Nursing and Midwifery,Umm Al Qura University,King Abdullah Medical City in the Holy Capital,11,39.952206,21.3299695,39.94124,21.331945
1530,2020,Male,Saudi Arabia,Nursing and Midwifery,Unknown,King Fahd Specialist Hospital in Dammam,11,,,50.1506389,26.2846113
1531,2017,Male,Saudi Arabia,Medicine and Surgery,King Faisal University,King Fahd Specialist Hospital in Dammam,11,46.67701100000001,24.6645919,50.1506389,26.2846113
1532,2017,Male,Saudi Arabia,Medicine and Surgery,King Faisal University,Maternity and Children Hospital in Mubarraz,11,46.67701100000001,24.6645919,49.5142036,25.332395
1533,2016,Female,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,Maternity and Children Hospital in Jeddah,11,39.2391473,21.4932675,39.362754,21.4222327
1534,2019,Male,Saudi Arabia,Dentistry and Related Specialties,King Khalid University,The Medical City at King Khalid University,11,46.6218429,24.7131974,42.5238139,18.2024106
1535,2018,Female,Saudi Arabia,Medicine and Surgery,King Faisal University,King Fahad Hospital in Hofuf,11,46.67701100000001,24.6645919,49.5142036,25.332395
1536,2017,Male,Saudi Arabia,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,King Abdulaziz Hospital in Jeddah,11,39.208402,21.4460742,39.362754,21.4222327
1537,2016,Male,Saudi Arabia,Medicine and Surgery,Qassim University,King Faisal Specialist Hospital and Research Center in Riyadh,11,43.7668031,26.3488806,46.6375541,24.7414432
1538,2017,Female,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Abdullah Medical City in the Holy Capital,11,39.2391473,21.4932675,39.94124,21.331945
1539,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,Maternity and Children Hospital in Medina,11,39.5421798,24.4860782,38.194309,24.0204254
1540,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Khalid Hospital and Prince Sultan Center for Curative Services in Al-Kharj,11,,,46.6375541,24.7414432
1541,2018,Female,Saudi Arabia,Nursing and Midwifery,Unknown,Prince Sultan Military Medical City in Riyadh,11,,,46.6375541,24.7414432
1542,2016,Male,Saudi Arabia,Medicine and Surgery,Taibah University,Uhud General Hospital in Medina,11,39.5421798,24.4860782,38.194309,24.0204254
1543,2018,Male,Saudi Arabia,Medicine and Surgery,Unknown,Joint Training Program in the Central Region,11,,,46.6375541,24.7414432
1544,2020,Male,Saudi Arabia,Laboratories and Medical Technology,Unknown,King Abdulaziz University Hospital in Jeddah,11,,,39.362754,21.4222327
1545,2018,Female,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,Dammam Medical Complex,11,50.1925873,26.3928001,50.1506389,26.2846113
1546,2018,Male,Bahrain,Medicine and Surgery,Unknown,Salmaniya Medical Complex in Manama,11,,,50.5726712439459,26.2167630367071
1547,2021,Male,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,King Abdulaziz University Hospital in Jeddah,11,39.952206,21.3299695,39.362754,21.4222327
1548,2018,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Abdullah Medical Complex in Jeddah,11,,,39.362754,21.4222327
1549,2018,Female,Saudi Arabia,Nursing and Midwifery,Unknown,Medical City of King Saud University in Riyadh,11,,,46.6375541,24.7414432
1550,2018,Male,Saudi Arabia,Medicine and Surgery,Prince Sattam Bin Abdulaziz University,Prince Sultan Military Medical City in Riyadh,11,47.2718009,24.1532384,46.6375541,24.7414432
1551,2021,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,King Fahad Medical City in Riyadh,11,46.7012672,24.8113861,46.6375541,24.7414432
1552,2018,Female,Saudi Arabia,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,King Fahd Hospital of Armed Forces in Jeddah,11,39.208402,21.4460742,39.362754,21.4222327
1553,2018,Male,Saudi Arabia,Medicine and Surgery,Qassim University,King Fahad Medical City in Riyadh,11,43.7668031,26.3488806,46.6375541,24.7414432
1554,2019,Male,Saudi Arabia,Medicine and Surgery,Taif University,King Abdulaziz Specialist Hospital in Taif,11,40.4969016,21.4322895,40.412451,21.2401719
1555,2021,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Unknown,Prince Sultan Military Medical City in Riyadh,11,,,46.6375541,24.7414432
1556,2018,Female,Saudi Arabia,Medicine and Surgery,Unknown,The program of the Ministry of Health in Madinah,11,,,38.194309,24.0204254
1557,2018,Female,Saudi Arabia,Medicine and Surgery,Unknown,Dr. Soliman Fakeeh Hospital in Jeddah,11,,,39.362754,21.4222327
1558,2021,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,Prince Sultan Military Medical City in Riyadh,11,46.7012672,24.8113861,46.6375541,24.7414432
1559,2017,Female,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Abdulaziz Hospital in Jeddah,11,39.2391473,21.4932675,39.362754,21.4222327
1560,2019,Male,Saudi Arabia,Medicine and Surgery,Qassim University,The program of the Ministry of Health in Al-Qassim,11,43.7668031,26.3488806,43.4838773,25.8827324
1561,2018,Female,Saudi Arabia,Medicine and Surgery,Unknown,Johns Hopkins Aramco Healthcare Center in Dhahran,11,,,50.1506389,26.2846113
1562,2017,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Faisal Specialist Hospital and Research Center in Jeddah,11,,,39.362754,21.4222327
1563,2019,Male,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,King Abdulaziz University Hospital in Jeddah,11,39.952206,21.3299695,39.362754,21.4222327
1564,2020,Female,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,Hera General Hospital in Mecca,11,39.952206,21.3299695,39.94124,21.331945
1565,2021,Female,Saudi Arabia,Medicine and Surgery,Unknown,The program of the Ministry of Health in Madinah,11,,,38.194309,24.0204254
1566,2021,Male,Saudi Arabia,Medicine and Surgery,Taif University,King Faisal Medical Complex in Taif,11,40.4969016,21.4322895,40.412451,21.2401719
1567,2021,Female,Saudi Arabia,Nursing and Midwifery,Unknown,King Khalid University Hospital in Riyadh,11,,,46.6375541,24.7414432
1568,2018,Male,Saudi Arabia,Medicine and Surgery,Unknown,Maternity and Pediatric Hospital in Buraidah,11,,,43.4838773,25.8827324
1569,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Unknown,King Fahd Hospital of Armed Forces in Jeddah,11,,,39.362754,21.4222327
