,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,Current_Speciality_Name_En,Number_of_Trainees
4833,2019,From 40 to 49,Female,Saudi Arabia,Adults Endocrinology & Metabolism,3
4834,2016,Unknown,Female,Sudan,Adult Hematology,3
4837,2019,From 30 to 39,Male,Saudi Arabia,Adult Rheumatology,3
4838,2019,From 30 to 39,Male,Saudi Arabia,Adult Hematology,3
4840,2019,From 30 to 39,Male,Sudan,Internal Medicine,3
4843,2019,From 30 to 39,Male,Syria,Adult Critical Care Medicine,3
4845,2019,From 30 to 39,Male,Syria,General Surgery,3
4847,2019,From 30 to 39,Male,Syria,Internal Medicine,3
4852,2021,From 30 to 39,Female,Saudi Arabia,Clinical Genetics & Metabolic Disorders,3
4856,2019,From 30 to 39,Male,Saudi Arabia,Plastic Surgery,3
4862,2019,From 30 to 39,Male,Saudi Arabia,Interventional Neuro-Radiology,3
4865,2019,From 30 to 39,Male,Saudi Arabia,Implant Dentistry,3
4866,2019,From 30 to 39,Male,Saudi Arabia,Pain Medicine,3
4868,2019,From 30 to 39,Male,Saudi Arabia,Diagnostic Neuroradiology,3
4871,2019,From 30 to 39,Male,Saudi Arabia,Pediatric Endocrinology And Metabolism,3
4873,2019,From 30 to 39,Male,Saudi Arabia,Pediatric Neurology,3
4876,2019,From 30 to 39,Male,Saudi Arabia,Clinical Audiology,3
4877,2021,From 30 to 39,Female,Saudi Arabia,Adult Infectious Diseases,3
4879,2021,From 30 to 39,Female,Saudi Arabia,Clinical Pharmacy - Cardiology,3
4882,2021,From 30 to 39,Female,Saudi Arabia,Pediatrics Intensive Care,3
4883,2021,From 20 to 29,Male,Saudi Arabia,Adults Endocrinology & Metabolism,3
4886,2021,From 20 to 29,Male,Saudi Arabia,Adult Cardiology,3
4888,2021,From 30 to 39,Female,Saudi Arabia,Urology,3
4892,2021,From 20 to 29,Male,Pakistan,Pediatrics,3
4897,2021,From 20 to 29,Male,Kuwait,Pediatrics,3
4903,2021,From 30 to 39,Female,Saudi Arabia,Pediatric Gastroenterology And Nutrition,3
4910,2021,From 30 to 39,Female,Saudi Arabia,Diabetes​,3
4913,2021,From 30 to 39,Female,Saudi Arabia,Endodontics,3
4921,2021,From 30 to 39,Female,Saudi Arabia,Pediatric Endocrinology And Metabolism,3
4924,2016,From 30 to 39,Female,Saudi Arabia,Forensic Medicine,3
4927,2019,From 20 to 29,Female,Saudi Arabia,Diabetes​,3
4929,2019,Unknown,Female,Saudi Arabia,Nuclear Medicine,3
4930,2019,From 20 to 29,Female,Saudi Arabia,Clinical Pharmacy - Critical Care,3
4931,2019,From 20 to 29,Female,Saudi Arabia,Clinical Pharmacy - Cardiology,3
4936,2019,From 20 to 29,Female,Saudi Arabia,Adult Infectious Diseases,3
4937,2019,From 20 to 29,Female,Palestine,Internal Medicine,3
4939,2019,Unknown,Female,Saudi Arabia,Pediatric Radiology,3
4940,2019,From 20 to 29,Female,India,Internal Medicine,3
4941,2021,Less Than 20,Female,Saudi Arabia,Anatomic Pathology,3
4945,2018,Unknown,Male,Yemen,Adult Hematology,3
4946,2021,From 20 to 29,Female,Palestine,Internal Medicine,3
4947,2019,Unknown,Female,Saudi Arabia,Interventional Neuro-Radiology,3
4948,2021,From 30 to 39,Male,Saudi Arabia,Plastic Surgery,3
4951,2019,From 20 to 29,Female,Saudi Arabia,Ultrasound In Obstetrics & Gynecology,3
4954,2019,Unknown,Female,Saudi Arabia,Cornea/ External Disease,3
4956,2019,From 20 to 29,Female,Saudi Arabia,Pediatric Nephrology,3
4958,2016,From 40 to 49,Male,Saudi Arabia,Adult Cardiology,3
4959,2021,From 40 to 49,Male,Saudi Arabia,Internal Medicine,3
4960,2021,From 40 to 49,Male,Saudi Arabia,Preventive Medicine,3
4961,2016,From 40 to 49,Male,Saudi Arabia,Gastroenterology,3
4963,2021,From 20 to 29,Female,Saudi Arabia,Adult Infectious Diseases,3
4966,2016,From 40 to 49,Male,Saudi Arabia,Otorhinolaryngology Head And Neck Surgery,3
4967,2016,From 40 to 49,Male,Saudi Arabia,Pediatric Neurology,3
4969,2019,Unknown,Female,Saudi Arabia,Radiology Technology & Medical Imaging,3
4973,2016,Unknown,Female,Saudi Arabia,Obstetric Anesthesiology,3
4976,2018,Unknown,Male,Sudan,General Surgery,3
4978,2021,Unknown,Female,Saudi Arabia,Dermatology,3
4979,2021,Unknown,Female,Saudi Arabia,Interventional Neuro-Radiology,3
4981,2021,Unknown,Female,Saudi Arabia,Musculoskeletal Radiology,3
4985,2021,Unknown,Female,Saudi Arabia,Orthodontic and Dentofacial Orthopedics,3
4986,2021,Unknown,Female,Saudi Arabia,Pain Medicine,3
4990,2018,Unknown,Male,Saudi Arabia,Vascular Surgery,3
4991,2016,Unknown,Female,Sudan,Adult Critical Care Medicine,3
4992,2016,Unknown,Female,Saudi Arabia,Movement Disorder,3
4993,2021,Unknown,Female,Saudi Arabia,Body Imaging & Non-Vascular Intervention,3
4994,2016,Unknown,Female,Saudi Arabia,Implant Dentistry,3
4996,2019,Unknown,Female,Saudi Arabia,Renal Transplant,3
4997,2018,Unknown,Male,Syria,Obstetrics & Gynecology,3
4998,2018,Unknown,Male,Syria,General Surgery,3
5001,2019,Unknown,Female,Saudi Arabia,Vascular Surgery,3
5003,2016,Unknown,Female,Saudi Arabia,Cardiothoracic Radiology,3
5004,2016,Unknown,Female,Saudi Arabia,Clinical Pharmacy - Critical Care,3
5006,2016,Unknown,Female,Saudi Arabia,Clinical Pharmacy - Hematology Oncology,3
5007,2016,Unknown,Female,Saudi Arabia,Clinical Pharmacy - Infectious Diseases,3
5008,2016,Unknown,Female,Saudi Arabia,Clinical Pharmacy - Internal Medicine,3
5009,2019,Unknown,Female,Sudan,Adults Endocrinology & Metabolism,3
5012,2019,Unknown,Female,Sudan,Internal Medicine,3
5015,2019,From 20 to 29,Female,Sudan,Internal Medicine,3
5016,2019,From 20 to 29,Female,Syria,Internal Medicine,3
5017,2016,From 30 to 39,Male,Saudi Arabia,Pediatric Neurology,3
5018,2016,From 30 to 39,Male,Palestine,General Surgery,3
5019,2019,Less Than 20,Female,Saudi Arabia,Anatomic Pathology,3
5020,2016,From 30 to 39,Male,Saudi Arabia,Adult Interventional Cardiology,3
5021,2019,Unknown,Female,Bahrain,Internal Medicine,3
5022,2016,From 30 to 39,Male,Saudi Arabia,Clinical Pharmacy - Infectious Diseases,3
5025,2016,From 30 to 39,Male,Saudi Arabia,Implant Dentistry,3
5026,2016,From 30 to 39,Male,Saudi Arabia,Interventional Neuro-Radiology,3
5028,2021,From 40 to 49,Female,Saudi Arabia,Internal Medicine,3
5029,2016,From 30 to 39,Male,Saudi Arabia,Nuclear Medicine,3
5030,2016,From 30 to 39,Male,Saudi Arabia,Oncology Nursing,3
5031,2019,Unknown,Female,India,Internal Medicine,3
5032,2021,From 20 to 29,Female,United Arab Emirates,Clinical Neurosurgery,3
5033,2021,From 40 to 49,Female,Saudi Arabia,Obstetrics & Gynecology,3
5034,2021,From 40 to 49,Female,Saudi Arabia,Oncology Nursing,3
5036,2016,From 30 to 39,Male,Saudi Arabia,Pediatric Endocrinology And Metabolism,3
5037,2019,From 20 to 29,Male,Saudi Arabia,Pediatrics Emergency Medicine,3
5041,2016,From 30 to 39,Female,Saudi Arabia,Nuclear Medicine,3
5046,2016,From 30 to 39,Female,Saudi Arabia,Pediatric Radiology,3
5047,2016,From 30 to 39,Female,Saudi Arabia,Pediatric Rheumatology,3
5048,2016,From 30 to 39,Female,Saudi Arabia,Pediatrics Infectious Diseases,3
5049,2016,From 30 to 39,Female,Saudi Arabia,Preventive Medicine,3
5050,2019,From 30 to 39,Female,Bahrain,Obstetrics & Gynecology,3
5052,2016,From 30 to 39,Female,Saudi Arabia,Reproductive Medicine & Surgery,3
5056,2016,From 30 to 39,Female,Yemen,Anesthesia,3
5058,2019,From 30 to 39,Female,Bahrain,Orthopedic Surgery,3
5061,2021,From 40 to 49,Male,Saudi Arabia,Adult Critical Care Medicine,3
5062,2019,From 20 to 29,Male,Saudi Arabia,General Medical Oncology,3
5063,2019,From 20 to 29,Male,Saudi Arabia,Advanced Education In General Dentistry,3
5064,2019,From 20 to 29,Male,Saudi Arabia,Adult Infectious Diseases,3
5067,2019,From 20 to 29,Male,Pakistan,Pediatrics,3
5069,2019,From 20 to 29,Male,Jordan,Internal Medicine,3
5070,2016,From 40 to 49,Female,Saudi Arabia,Adults Endocrinology & Metabolism,3
5072,2016,From 40 to 49,Female,Saudi Arabia,Clinical Neurosurgery,3
5073,2016,From 40 to 49,Female,Saudi Arabia,Neurology,3
5074,2016,From 40 to 49,Female,Saudi Arabia,Pediatric Hematology & Oncology,3
5076,2019,Unknown,Female,Saudi Arabia,Child And Adolescent Psychiatry,3
5077,2019,From 20 to 29,Female,Yemen,Internal Medicine,3
5078,2019,Unknown,Female,Saudi Arabia,Clinical Pharmacy - Cardiology,3
5079,2016,From 40 to 49,Female,Saudi Arabia,Psychiatry,3
5080,2019,From 20 to 29,Female,United Arab Emirates,Internal Medicine,3
5081,2016,From 40 to 49,Female,Sudan,Internal Medicine,3
5083,2016,From 30 to 39,Male,Yemen,General Surgery,3
5086,2019,From 20 to 29,Male,Saudi Arabia,Gastroenterology,3
5088,2016,From 30 to 39,Male,Saudi Arabia,Physical Medicine And Rehabilitation,3
5092,2019,From 20 to 29,Male,Saudi Arabia,Family Dentistry,3
5094,2019,From 20 to 29,Male,Saudi Arabia,Diabetes​,3
5097,2016,From 30 to 39,Male,Sudan,Internal Medicine,3
5098,2016,From 30 to 39,Male,Sudan,Obstetrics & Gynecology,3
5100,2019,From 20 to 29,Male,Saudi Arabia,Clinical Pharmacy - Pediatric,3
5101,2019,From 20 to 29,Male,Saudi Arabia,Clinical Pharmacy - Internal Medicine,3
5102,2016,From 30 to 39,Male,Yemen,Adult Critical Care Medicine,3
5103,2019,From 20 to 29,Male,Saudi Arabia,Clinical Pharmacy - Cardiology,3
5105,2016,Unknown,Male,Yemen,Pediatrics Intensive Care,3
5109,2017,Unknown,Female,Saudi Arabia,Pediatric Radiology,3
5110,2020,From 40 to 49,Male,Egypt,Pediatric Cardiology,3
5115,2017,Unknown,Female,Saudi Arabia,Obstetric Anesthesiology,3
5116,2017,Unknown,Female,Saudi Arabia,Urogynecology And Pelvic Reconstructive Surgery,3
5117,2017,Unknown,Female,Saudi Arabia,Urology,3
5123,2022,From 30 to 39,Male,Saudi Arabia,Pediatrics Infectious Diseases,3
5126,2017,Unknown,Female,Saudi Arabia,Clinical Pharmacy - Solid Organ Transplant,3
5133,2020,From 40 to 49,Male,Saudi Arabia,Adult Critical Care Medicine,3
5134,2020,From 40 to 49,Male,Saudi Arabia,Adults Endocrinology & Metabolism,3
5135,2017,Unknown,Female,Saudi Arabia,Implant Dentistry,3
5137,2020,From 40 to 49,Male,Saudi Arabia,Adult Nephrology,3
5139,2017,Unknown,Female,Saudi Arabia,Movement Disorder,3
5140,2017,Unknown,Female,Sudan,General Surgery,3
5144,2017,Unknown,Male,Egypt,Adult Echocardiography,3
5145,2017,Unknown,Male,Egypt,Anesthesia,3
5148,2017,Unknown,Male,Immigrant Tribes,Adult Critical Care Nursing,3
5149,2017,Unknown,Male,Jordan,Obstetrics & Gynecology,3
5150,2020,From 40 to 49,Female,Saudi Arabia,Obstetrics & Gynecology,3
5152,2018,From 30 to 39,Male,Saudi Arabia,Clinical Pharmacy,3
5154,2018,From 30 to 39,Male,Saudi Arabia,Adult Rheumatology,3
5156,2017,Unknown,Male,Palestine,Pediatrics,3
5158,2017,Unknown,Male,Egypt,Adult Cardiology,3
5159,2018,From 30 to 39,Male,Saudi Arabia,Nuclear Medicine,3
5161,2018,From 30 to 39,Male,Saudi Arabia,Pediatric Neurology,3
5162,2017,Unknown,Female,Sudan,Pediatric Hematology & Oncology,3
5166,2020,From 20 to 29,Male,Saudi Arabia,Radiation Oncology,3
5168,2017,Unknown,Female,Yemen,Adult Cardiology,3
5169,2017,Unknown,Male,Bahrain,Orthopedic Surgery,3
5170,2017,Unknown,Female,Yemen,Adult Hematology,3
5171,2018,From 30 to 39,Male,Saudi Arabia,Pediatric Hematology & Oncology,3
5173,2018,From 30 to 39,Male,Saudi Arabia,Pediatric Endocrinology And Metabolism,3
5175,2018,From 30 to 39,Male,Saudi Arabia,Oral Medicine & Pathology,3
5177,2018,From 30 to 39,Male,Sudan,Obstetrics & Gynecology,3
5178,2022,From 30 to 39,Male,Saudi Arabia,Implant Dentistry,3
5180,2018,From 40 to 49,Male,Saudi Arabia,Adult Hematology,3
5182,2017,From 40 to 49,Male,Saudi Arabia,Adult Cardiology,3
5183,2017,From 40 to 49,Male,Saudi Arabia,Adult Nephrology,3
5187,2017,From 40 to 49,Male,Kuwait,Periodontics,3
5188,2017,From 40 to 49,Male,Saudi Arabia,Neurology,3
5192,2017,From 40 to 49,Male,Saudi Arabia,Palliative Care Medicine,3
5193,2017,From 40 to 49,Male,Saudi Arabia,Pediatric Neurology,3
5195,2017,From 40 to 49,Male,Egypt,Cardiac Anesthesia,3
5196,2022,From 30 to 39,Male,Saudi Arabia,Diagnostic Neuroradiology,3
5198,2017,From 40 to 49,Female,Sudan,Internal Medicine,3
5199,2017,From 40 to 49,Female,Sudan,Perinatal Neonatal Medicine,3
5200,2018,From 40 to 49,Male,Saudi Arabia,Orthodontic and Dentofacial Orthopedics,3
5202,2018,From 40 to 49,Male,Saudi Arabia,Interventional Neuro-Radiology,3
5204,2017,From 40 to 49,Female,Yemen,Obstetrics & Gynecology,3
5209,2018,From 40 to 49,Male,Saudi Arabia,General Surgery,3
5210,2018,From 40 to 49,Male,Saudi Arabia,Forensic Medicine,3
5212,2020,From 20 to 29,Male,Jordan,Internal Medicine,3
5213,2017,From 40 to 49,Male,Saudi Arabia,Restorative Dentistry,3
5214,2017,From 40 to 49,Male,Sudan,Adult Critical Care Medicine,3
5215,2022,From 30 to 39,Male,Saudi Arabia,Adult Rheumatology,3
5219,2018,From 30 to 39,Male,Yemen,Adults Endocrinology & Metabolism,3
5221,2020,From 40 to 49,Male,Saudi Arabia,Internal Medicine,3
5223,2020,From 20 to 29,Male,Pakistan,Pediatrics,3
5226,2018,From 30 to 39,Male,Syria,Internal Medicine,3
5228,2017,Unknown,Female,Saudi Arabia,Breast and Endocrine Surgical Oncology,3
5229,2017,Unknown,Female,Saudi Arabia,Cardiothoracic Radiology,3
5231,2017,Unknown,Female,Jordan,Obstetrics & Gynecology,3
5232,2017,Unknown,Female,Bahrain,Pediatrics,3
5234,2017,Unknown,Female,Bahrain,Internal Medicine,3
5235,2017,Less Than 20,Female,Saudi Arabia,Anatomic Pathology,3
5236,2018,From 40 to 49,Female,Saudi Arabia,Diagnostic Radiology,3
5237,2020,From 20 to 29,Male,Saudi Arabia,Clinical Audiology,3
5238,2020,From 40 to 49,Male,Saudi Arabia,Orthodontic and Dentofacial Orthopedics,3
5242,2018,From 40 to 49,Female,Saudi Arabia,Otorhinolaryngology Head And Neck Surgery,3
5243,2018,From 40 to 49,Female,Saudi Arabia,Pediatric Allergy And Immunology,3
5244,2020,From 20 to 29,Male,Saudi Arabia,Adult Nephrology,3
5245,2018,From 40 to 49,Female,Sudan,Obstetrics & Gynecology,3
5246,2018,From 40 to 49,Female,Sudan,Perinatal Neonatal Medicine,3
5249,2018,From 40 to 49,Male,Saudi Arabia,Palliative Care Medicine,3
5250,2018,From 30 to 39,Female,Saudi Arabia,Plastic Surgery,3
5251,2020,From 30 to 39,Male,Saudi Arabia,Plastic Surgery,3
5252,2020,From 30 to 39,Male,Saudi Arabia,Perinatal Neonatal Medicine,3
5253,2018,From 30 to 39,Female,Saudi Arabia,Ultrasound In Obstetrics & Gynecology,3
5254,2018,From 30 to 39,Female,Saudi Arabia,Prosthodontics,3
5256,2020,From 30 to 39,Male,Saudi Arabia,Pediatric Gastroenterology And Nutrition,3
5257,2018,From 30 to 39,Female,Saudi Arabia,Physical Medicine And Rehabilitation,3
5258,2018,From 20 to 29,Female,Sudan,Internal Medicine,3
5261,2018,From 30 to 39,Female,Saudi Arabia,Pediatrics Intensive Care,3
5262,2022,Unknown,Male,Saudi Arabia,Child And Adolescent Psychiatry,3
5263,2018,From 20 to 29,Male,Saudi Arabia,Adults Endocrinology & Metabolism,3
5267,2022,Unknown,Male,Saudi Arabia,Infertility-Andrology,3
5274,2018,From 20 to 29,Female,Saudi Arabia,Pediatric Nephrology,3
5275,2020,From 30 to 39,Female,Saudi Arabia,Reproductive Medicine & Surgery,3
5277,2018,From 20 to 29,Female,Saudi Arabia,Physical Medicine And Rehabilitation,3
5278,2018,From 20 to 29,Female,Saudi Arabia,Plastic Surgery,3
5280,2020,From 30 to 39,Female,Saudi Arabia,Urology,3
5283,2018,From 20 to 29,Male,Saudi Arabia,Clinical Pharmacy - Cardiology,3
5284,2018,From 20 to 29,Male,Saudi Arabia,Diabetes​,3
5285,2020,From 30 to 39,Female,Bahrain,Internal Medicine,3
5286,2018,From 30 to 39,Female,Bahrain,Orthopedic Surgery,3
5290,2018,From 30 to 39,Female,Saudi Arabia,Midwifery Nursing,3
5291,2022,Unknown,Male,Saudi Arabia,Vascular Surgery,3
5292,2018,From 30 to 39,Female,Bahrain,Internal Medicine,3
5293,2022,Unknown,Male,Syria,Adult Cardiology,3
5294,2018,From 30 to 39,Female,Saudi Arabia,Oral Medicine & Pathology,3
5296,2020,From 30 to 39,Male,Saudi Arabia,Adult Respiratory Medicine,3
5297,2020,From 30 to 39,Male,Saudi Arabia,Diabetes​,3
5298,2022,Unknown,Male,Yemen,Adult Cardiology,3
5301,2018,From 30 to 39,Female,Saudi Arabia,Ophthalmology,3
5306,2022,Unknown,Male,Saudi Arabia,Musculoskeletal Surgical Oncology,3
5307,2022,Unknown,Male,Saudi Arabia,Nuclear Medicine,3
5308,2018,From 20 to 29,Male,Saudi Arabia,General Medical Oncology,3
5309,2022,Unknown,Male,Saudi Arabia,Pain Medicine,3
5310,2020,From 30 to 39,Male,Bahrain,Internal Medicine,3
5311,2018,From 20 to 29,Male,Saudi Arabia,Orthodontic and Dentofacial Orthopedics,3
5312,2022,Unknown,Male,Saudi Arabia,Renal Transplant Surgery,3
5313,2018,From 30 to 39,Female,Saudi Arabia,Pain Medicine,3
5314,2022,Unknown,Male,Saudi Arabia,Pediatric Otolaryngology,3
5316,2018,From 20 to 29,Male,Saudi Arabia,Pediatrics Emergency Medicine,3
5317,2022,Unknown,Male,Saudi Arabia,Pediatric Rheumatology,3
5319,2020,From 30 to 39,Male,Syria,Adult Critical Care Medicine,3
5321,2020,From 30 to 39,Male,Syria,General Surgery,3
5322,2022,Unknown,Female,Saudi Arabia,Pediatric Anesthesia,3
5328,2020,From 30 to 39,Female,Saudi Arabia,Adult Respiratory Medicine,3
5329,2022,Unknown,Female,Saudi Arabia,Pediatric Ophthalmology And Strabismus,3
5330,2022,Unknown,Female,Saudi Arabia,Cornea/ External Disease,3
5332,2020,From 30 to 39,Female,Saudi Arabia,Clinical Biochemistry,3
5333,2022,Unknown,Female,Saudi Arabia,Renal Transplant,3
5334,2022,Unknown,Female,Saudi Arabia,Reproductive Medicine & Surgery,3
5336,2022,Unknown,Female,Saudi Arabia,Women's Health,3
5338,2020,From 30 to 39,Female,Pakistan,Internal Medicine,3
5339,2020,From 30 to 39,Male,Syria,Internal Medicine,3
5340,2022,Unknown,Female,Saudi Arabia,Advanced General Pediatric,3
5341,2020,From 30 to 39,Female,Bahrain,Obstetrics & Gynecology,3
5342,2020,From 30 to 39,Female,Bahrain,Orthopedic Surgery,3
5344,2017,Unknown,Male,Saudi Arabia,Adult Stem Cell Transplantation,3
5346,2017,Unknown,Male,Saudi Arabia,Clinical Pharmacy - Cardiology,3
5347,2022,Unknown,Female,Saudi Arabia,Cardiothoracic Radiology,3
5353,2022,Unknown,Female,Saudi Arabia,Clinical Pharmacy - Cardiology,3
5358,2018,From 20 to 29,Female,Saudi Arabia,Adult Rheumatology,3
5359,2018,From 20 to 29,Female,Egypt,Internal Medicine,3
5361,2018,From 20 to 29,Female,Palestine,Internal Medicine,3
5362,2020,From 30 to 39,Female,Saudi Arabia,Pediatrics Emergency Medicine,3
5364,2018,From 20 to 29,Female,Saudi Arabia,Adult Infectious Diseases,3
5367,2018,From 20 to 29,Female,Saudi Arabia,Clinical Pharmacy - Infectious Diseases,3
5368,2018,From 20 to 29,Female,Saudi Arabia,Clinical Pharmacy - Pediatric,3
5369,2018,From 20 to 29,Female,Saudi Arabia,Diabetes​,3
5375,2020,From 30 to 39,Female,Saudi Arabia,Pediatric Endocrinology And Metabolism,3
5376,2017,Unknown,Male,Yemen,General Medical Oncology,3
5377,2020,From 30 to 39,Female,Saudi Arabia,Orthopedic Surgery,3
5380,2020,From 30 to 39,Female,Saudi Arabia,Oral Medicine & Pathology,3
5381,2017,Unknown,Male,Yemen,Diagnostic Radiology,3
5382,2017,Unknown,Male,Yemen,Adult Hematology,3
5383,2017,Unknown,Male,Syria,Obstetrics & Gynecology,3
5384,2017,Unknown,Male,Syria,General Surgery,3
5386,2017,Unknown,Male,Sudan,General Surgery,3
5387,2017,Unknown,Male,Sudan,Adult Hematology,3
5388,2017,Unknown,Male,Sudan,Adult Echocardiography,3
5389,2017,Unknown,Male,Sudan,Adult Critical Care Medicine,3
5392,2021,From 30 to 39,Female,Bahrain,Internal Medicine,3
5394,2020,From 20 to 29,Female,Sudan,Internal Medicine,3
5395,2017,From 30 to 39,Male,Saudi Arabia,Clinical Pharmacy - Infectious Diseases,3
5396,2020,From 20 to 29,Female,Saudi Arabia,Clinical Pharmacy - Pediatric,3
5397,2017,From 40 to 49,Female,Saudi Arabia,Restorative Dentistry,3
5398,2017,From 30 to 39,Male,Sudan,Obstetrics & Gynecology,3
5399,2018,From 40 to 49,Male,Sudan,Adult Cardiology,3
5400,2017,From 30 to 39,Male,Saudi Arabia,Pediatric Nephrology,3
5401,2017,From 30 to 39,Male,Saudi Arabia,Pediatric Neurology,3
5402,2017,From 40 to 49,Female,Saudi Arabia,Ultrasound In Obstetrics & Gynecology,3
5403,2022,From 30 to 39,Female,Saudi Arabia,Women's Health,3
5404,2017,From 30 to 39,Male,Saudi Arabia,Pediatric Orthopedic Surgery,3
5405,2017,From 30 to 39,Male,Saudi Arabia,Interventional Neuro-Radiology,3
5408,2017,From 40 to 49,Female,Saudi Arabia,Neurology,3
5411,2022,From 30 to 39,Female,Egypt,Perinatal Neonatal Medicine,3
5413,2022,From 30 to 39,Female,Saudi Arabia,Pediatric Endocrinology And Metabolism,3
5414,2022,From 30 to 39,Female,Saudi Arabia,Pediatric Allergy And Immunology,3
5415,2018,Less Than 20,Female,Saudi Arabia,Anatomic Pathology,3
5416,2017,From 30 to 39,Male,Yemen,Adults Endocrinology & Metabolism,3
5419,2020,Unknown,Female,Egypt,Obstetrics & Gynecology,3
5421,2017,From 30 to 39,Male,Saudi Arabia,Pain Medicine,3
5422,2018,From 40 to 49,Male,Saudi Arabia,Radiology Technology & Medical Imaging,3
5426,2017,From 30 to 39,Male,Sudan,Adult Cardiology,3
5427,2017,From 30 to 39,Male,Yemen,General Surgery,3
5432,2017,From 40 to 49,Female,Saudi Arabia,Dermatology,3
5434,2022,From 30 to 39,Female,Saudi Arabia,Gastroenterology,3
5436,2022,From 30 to 39,Female,Saudi Arabia,Adult Nephrology,3
5437,2018,From 40 to 49,Male,Yemen,Adult Critical Care Medicine,3
5438,2017,From 40 to 49,Female,Saudi Arabia,Pediatric Neurology,3
5441,2020,From 20 to 29,Female,United Arab Emirates,Clinical Neurosurgery,3
5442,2022,From 30 to 39,Female,Saudi Arabia,Renal Transplant Surgery,3
5443,2017,From 30 to 39,Male,Saudi Arabia,Retina Surgery,3
5444,2022,From 30 to 39,Female,Saudi Arabia,Adult Respiratory Medicine,3
5445,2020,Less Than 20,Female,Saudi Arabia,Anatomic Pathology,3
5447,2017,From 40 to 49,Female,Saudi Arabia,Clinical Neurosurgery,3
5448,2017,From 30 to 39,Male,Saudi Arabia,Oncology Nursing,3
5449,2018,From 40 to 49,Male,Sudan,Adult Nephrology,3
5451,2018,Unknown,Female,Bahrain,Internal Medicine,3
5452,2022,From 30 to 39,Female,Saudi Arabia,Epilepsy & Electroencephalography,3
