,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,Work_Name_En,Number_of_Trainees
2820,2016,From 30 to 39,Female,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",3
2821,2022,Unknown,Male,Saudi Arabia,King Saud Medical City in Riyadh,3
2822,2016,Unknown,Female,Yemen,King Abdulaziz University,3
2823,2017,From 20 to 29,Female,United Arab Emirates,Dubai Health Authority,3
2825,2019,Unknown,Male,Sudan,King Saud University,3
2828,2017,From 20 to 29,Female,Yemen,Personal Contract,3
2831,2019,From 30 to 39,Male,Syria,Ministry of Health,3
2841,2019,From 30 to 39,Female,Saudi Arabia,King Abdullah Medical City in Mecca,3
2842,2017,From 20 to 29,Male,Saudi Arabia,King Fahad Medical City in Riyadh,3
2845,2022,From 30 to 39,Male,Saudi Arabia,King Faisal Specialist Hospital & Research Centre,3
2847,2019,From 30 to 39,Female,Saudi Arabia,"Al Noor Specialist Hospital, Mecca",3
2849,2017,From 30 to 39,Female,Palestine,Personal Contract,3
2852,2019,Unknown,Male,Saudi Arabia,University of Jeddah ,3
2853,2016,Unknown,Female,Sudan,King Khalid National Guard Hospital,3
2857,2016,From 30 to 39,Male,Palestine,Personal Contract,3
2858,2019,From 40 to 49,Female,Saudi Arabia,Ministry of National Guard,3
2859,2016,Unknown,Female,Sudan,King Saud University,3
2861,2016,Unknown,Female,Sudan,Ministry of Defense Medical Services,3
2863,2019,From 40 to 49,Female,Saudi Arabia,Personal Contract,3
2864,2019,From 30 to 39,Female,Bahrain,Personal Contract,3
2865,2021,Unknown,Male,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",3
2866,2019,From 40 to 49,Female,Yemen,Ministry of Health,3
2867,2016,From 30 to 39,Male,Saudi Arabia,Taibah University,3
2872,2019,From 40 to 49,Male,Egypt,King Faisal Specialist Hospital & Research Centre,3
2873,2017,From 30 to 39,Female,Saudi Arabia,"King Abdulaziz Medical City for National Guard, Jeddah",3
2874,2019,Unknown,Male,Saudi Arabia,Private Sector,3
2876,2016,From 30 to 39,Male,Saudi Arabia,Armed Forces Medical Services,3
2877,2019,From 20 to 29,Male,Yemen,Unknown,3
2878,2019,From 40 to 49,Female,Saudi Arabia,Unknown,3
2879,2020,From 20 to 29,Female,Saudi Arabia,Prince Mohammed Bin Abdulaziz Hospital,3
2880,2019,From 30 to 39,Female,Bahrain,King Hamad University Hospita,3
2881,2019,From 40 to 49,Female,Saudi Arabia,Ministry of Defense Medical Services,3
2883,2019,Unknown,Male,Saudi Arabia,Albaha University,3
2884,2016,From 40 to 49,Female,Saudi Arabia,King Faisal University,3
2888,2022,Unknown,Male,Saudi Arabia,Security Forces Hospital - Riyadh,3
2890,2020,From 20 to 29,Female,Saudi Arabia,Security Forces Hospital - Riyadh,3
2892,2021,Unknown,Male,Saudi Arabia,Ministry of Defense / Air Force,3
2894,2016,From 30 to 39,Male,Egypt,Personal Contract,3
2895,2016,From 30 to 39,Female,Saudi Arabia,"King Abdulaziz Medical City for National Guard, Jeddah",3
2898,2019,From 40 to 49,Male,Sudan,Ministry of Defense / Personal Contract,3
2899,2017,From 20 to 29,Male,Saudi Arabia,Ministry of Interior,3
2900,2019,From 40 to 49,Female,Saudi Arabia,King Faisal University,3
2901,2019,From 30 to 39,Female,India,Unknown,3
2902,2022,From 40 to 49,Male,Yemen,Personal Contract,3
2903,2019,Unknown,Male,Palestine,Private Sector,3
2904,2022,Unknown,Female,Bahrain,Personal Contract,3
2905,2019,Unknown,Male,Palestine,Personal Contract,3
2907,2019,Unknown,Male,Palestine,King Faisal Specialist Hospital & Research Centre,3
2909,2016,From 30 to 39,Female,Palestine,Personal Contract,3
2912,2019,Unknown,Male,Kuwait,Kuwait Ministry of Health,3
2914,2016,From 40 to 49,Female,Saudi Arabia,King Faisal Specialist Hospital & Research Centre,3
2916,2019,From 40 to 49,Male,Saudi Arabia,Unknown,3
2919,2019,Unknown,Female,Sudan,Dallah Hospitals,3
2920,2020,From 20 to 29,Female,Saudi Arabia,Imam Abdul Rahman Bin Faisal University,3
2921,2016,From 30 to 39,Male,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,3
2922,2016,Unknown,Male,Saudi Arabia,Ministry of Defense / Air Force,3
2925,2019,From 30 to 39,Male,Saudi Arabia,Al Jouf University,3
2926,2020,From 20 to 29,Female,Saudi Arabia,Dr. Sulaiman Al Habib Hospital - Takhassusi,3
2928,2019,From 30 to 39,Male,Egypt,Personal Contract,3
2929,2022,From 30 to 39,Female,Saudi Arabia,King Khalid University,3
2932,2019,From 30 to 39,Male,Saudi Arabia,Jazan University,3
2937,2020,From 20 to 29,Female,Yemen,Dr. Soliman Fakeeh Hospital,3
2941,2020,From 20 to 29,Female,Pakistan,Dubai Health Authority,3
2942,2020,From 20 to 29,Female,Palestine,International Medical Center,3
2943,2019,From 30 to 39,Male,Saudi Arabia,Najran University,3
2947,2016,Unknown,Male,Egypt,"King Faisal Specialist Hospital & Research Centre, Jeddah",3
2949,2020,From 20 to 29,Female,Saudi Arabia,"King Fahad Specialist Hospital, Damam",3
2952,2016,Unknown,Male,Egypt,King Khalid National Guard Hospital,3
2954,2020,From 20 to 29,Female,Saudi Arabia,International Medical Center,3
2955,2019,From 30 to 39,Male,Saudi Arabia,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",3
2956,2016,Unknown,Male,Palestine,King Saud University,3
2957,2022,From 30 to 39,Male,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,3
2961,2016,Unknown,Male,Jordan,King Faisal Specialist Hospital & Research Centre,3
2962,2019,Unknown,Female,Saudi Arabia,Imam Mohammad Ibn Saud Islamic University,3
2963,2016,Unknown,Male,Palestine,King Faisal Specialist Hospital & Research Centre,3
2968,2016,Unknown,Male,Pakistan,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,3
2970,2016,Unknown,Male,Pakistan,Ministry of Health,3
2971,2016,Unknown,Female,Saudi Arabia,Al Jouf University,3
2972,2016,Unknown,Female,Palestine,Personal Contract,3
2973,2022,From 30 to 39,Female,Sudan,Personal Contract,3
2975,2019,From 30 to 39,Male,Saudi Arabia,King Fahad National Guard Hospital,3
2979,2020,From 20 to 29,Female,Yemen,Unknown,3
2983,2016,From 30 to 39,Male,Saudi Arabia,King Abdullah Medical City in Mecca,3
2985,2016,Unknown,Male,India,Ministry of Health,3
2988,2016,Unknown,Female,Palestine,Ministry of Health,3
2990,2020,From 20 to 29,Female,India,Dubai Health Authority,3
2991,2021,Unknown,Male,Saudi Arabia,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,3
2992,2016,From 40 to 49,Female,Sudan,Ministry of Health,3
2993,2020,From 20 to 29,Female,Saudi Arabia,Majmaah University,3
2994,2020,From 20 to 29,Male,Saudi Arabia,King Fahad General Hospital - Jeddah,3
2995,2019,Unknown,Male,Syria,Private Sector,3
2996,2022,From 30 to 39,Male,Saudi Arabia,Prince Mohammed Bin Abdulaziz Hospital,3
2997,2016,Unknown,Female,Yemen,King Fahad National Guard Hospital,3
3000,2016,Unknown,Male,Yemen,Ministry of Defense Medical Services,3
3001,2019,From 30 to 39,Female,Saudi Arabia,"king AbdulAziz Specialist Hospital, Taif",3
3005,2021,Unknown,Male,Yemen,International Medical Center,3
3007,2019,From 30 to 39,Female,Saudi Arabia,University of Hail,3
3009,2019,From 30 to 39,Female,Sudan,Ministry of Health,3
3010,2019,From 30 to 39,Male,Sudan,Personal Contract,3
3011,2019,Unknown,Male,Syria,Ministry of National Guard,3
3013,2016,Unknown,Female,Saudi Arabia,Ministry of Interior,3
3019,2022,Unknown,Female,Saudi Arabia,"King Abdulaziz Medical City for National Guard, Jeddah",3
3020,2022,Unknown,Female,Saudi Arabia,King Abdulaziz University,3
3024,2022,From 30 to 39,Male,Yemen,Personal Contract,3
3025,2019,From 30 to 39,Male,Saudi Arabia,University of Jeddah ,3
3026,2022,Unknown,Female,Saudi Arabia,King Fahad National Guard Hospital,3
3027,2022,From 20 to 29,Female,Yemen,Personal Contract,3
3029,2019,From 30 to 39,Male,Saudi Arabia,"Royal Commission Medical Center, Yanbu",3
3030,2020,From 20 to 29,Female,Bahrain,وزارة الدفاع - البحرين,3
3031,2019,Unknown,Female,Palestine,Ministry of Health,3
3033,2016,Unknown,Male,Saudi Arabia,University of Bisha ,3
3034,2016,Unknown,Male,Saudi Arabia,Umm Al Qura University,3
3038,2016,From 30 to 39,Female,Yemen,Ministry of Health,3
3039,2020,From 20 to 29,Male,Kuwait,Kuwait Ministry of Health,3
3045,2016,From 40 to 49,Male,Saudi Arabia,"King Abdulaziz Hospital for National Guards, Al Hassa",3
3046,2022,Unknown,Female,Saudi Arabia,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,3
3047,2016,From 40 to 49,Male,Saudi Arabia,King Fahad Medical City in Riyadh,3
3048,2019,From 30 to 39,Male,Saudi Arabia,Umm Al Qura University,3
3049,2016,Unknown,Male,Syria,King Saud University,3
3050,2016,Unknown,Male,Syria,King Faisal Specialist Hospital & Research Centre,3
3055,2019,From 30 to 39,Female,Yemen,Ministry of Health,3
3056,2016,From 40 to 49,Male,Saudi Arabia,Ministry of Defense,3
3057,2019,Unknown,Male,Yemen,Private Sector,3
3058,2016,Unknown,Female,Yemen,King Saud University,3
3059,2016,From 40 to 49,Male,Saudi Arabia,Ministry of Defense / Personal Contract,3
3060,2016,Unknown,Female,Yemen,Ministry of Defense / Personal Contract,3
3061,2019,From 40 to 49,Male,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",3
3062,2020,From 30 to 39,Male,Bahrain,King Hamad University Hospita,3
3063,2017,From 30 to 39,Female,Saudi Arabia,King Fahad National Guard Hospital,3
3065,2017,Unknown,Male,Saudi Arabia,university of tabuk,3
3068,2017,Unknown,Male,Saudi Arabia,University of Jeddah ,3
3072,2018,Unknown,Female,Saudi Arabia,University of Hail,3
3073,2021,From 30 to 39,Female,Bahrain,King Hamad University Hospita,3
3074,2017,Unknown,Male,Saudi Arabia,Private Sector,3
3080,2018,Unknown,Female,Sudan,Dallah Hospitals,3
3089,2018,Unknown,Female,United Arab Emirates,Dubai Health Authority,3
3097,2020,Unknown,Female,Saudi Arabia,Ministry of Education,3
3098,2021,From 20 to 29,Male,Palestine,Unknown,3
3099,2021,From 20 to 29,Male,Saudi Arabia,Imam Abdul Rahman Bin Faisal University,3
3100,2018,Unknown,Female,Saudi Arabia,Jazan University,3
3101,2020,Unknown,Female,Saudi Arabia,Majmaah University,3
3102,2020,Unknown,Female,Saudi Arabia,King Khaled Eye Specialist Hospital,3
3103,2018,From 20 to 29,Female,Saudi Arabia,Al Jouf University,3
3104,2018,From 20 to 29,Female,Palestine,International Medical Center,3
3106,2020,Unknown,Female,Saudi Arabia,King Abdullah Medical City in Mecca,3
3107,2018,From 20 to 29,Female,Egypt,Unknown,3
3112,2018,Unknown,Female,Saudi Arabia,King Faisal Medical City for Southern Regions,3
3113,2017,Unknown,Male,Yemen,Saudi Bugshan,3
3116,2020,Unknown,Female,Saudi Arabia,Armed Forces Medical Services,3
3117,2020,Unknown,Female,Palestine,Private Sector,3
3118,2020,Unknown,Female,Palestine,Personal Contract,3
3120,2017,Unknown,Male,Sudan,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,3
3124,2021,From 30 to 39,Female,Saudi Arabia,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",3
3125,2021,From 30 to 39,Male,Saudi Arabia,Armed Forces Medical Services,3
3128,2018,Unknown,Male,Saudi Arabia,Albaha University,3
3130,2021,From 30 to 39,Male,Federated States Of Micronesia,Personal Contract,3
3132,2017,Unknown,Female,Sudan,King Khalid National Guard Hospital,3
3135,2017,Unknown,Female,Saudi Arabia,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,3
3136,2020,From 40 to 49,Male,Egypt,Ministry of Health,3
3137,2021,From 30 to 39,Male,Palestine,Ministry of Health,3
3139,2017,Unknown,Female,Yemen,King Fahad Medical City in Riyadh,3
3140,2020,From 40 to 49,Female,Saudi Arabia,Personal Contract,3
3141,2021,From 30 to 39,Male,Saudi Arabia,Jazan University,3
3142,2020,From 40 to 49,Female,Saudi Arabia,Ministry of National Guard,3
3143,2020,From 40 to 49,Female,Saudi Arabia,Ministry of Defense Medical Services,3
3146,2020,From 30 to 39,Male,Yemen,Personal Contract,3
3147,2021,From 30 to 39,Male,Saudi Arabia,Ministry of Defense / Air Force,3
3149,2020,From 30 to 39,Male,Yemen,International Medical Center,3
3151,2021,From 30 to 39,Male,Saudi Arabia,Presidency of State Security,3
3152,2017,Unknown,Female,Yemen,King Abdulaziz University,3
3153,2017,Unknown,Female,Yemen,Private Sector,3
3154,2020,From 40 to 49,Male,Saudi Arabia,Unknown,3
3155,2017,Unknown,Male,Pakistan,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,3
3156,2021,From 30 to 39,Female,Saudi Arabia,Princess Nourah Bint Abdul Rahman University,3
3158,2020,From 40 to 49,Male,Saudi Arabia,Ministry of National Guard,3
3161,2017,Unknown,Male,Saudi Arabia,Imam Mohammad Ibn Saud Islamic University,3
3162,2017,Unknown,Male,Saudi Arabia,"Al Noor Specialist Hospital, Mecca",3
3167,2017,Unknown,Male,Palestine,King Saud University,3
3170,2017,Unknown,Male,Pakistan,Ministry of Health,3
3171,2017,Unknown,Male,Pakistan,King Fahad Medical City in Riyadh,3
3172,2017,Unknown,Male,Jordan,Ministry of Health,3
3174,2017,Unknown,Male,Jordan,King Fahad Medical City in Riyadh,3
3175,2017,Unknown,Male,India,Ministry of Health,3
3176,2020,From 40 to 49,Male,Saudi Arabia,King Saud University,3
3179,2017,Unknown,Male,Bahrain,Unknown,3
3181,2017,Unknown,Male,Bahrain,Bahrain Ministry of Health,3
3183,2021,From 20 to 29,Male,Egypt,Unknown,3
3186,2020,Unknown,Male,Saudi Arabia,University of Jeddah ,3
3188,2020,Unknown,Male,Sudan,King Saud University,3
3189,2020,Unknown,Male,Sudan,Personal Contract,3
3190,2020,Unknown,Male,Yemen,International Medical Center,3
3191,2018,From 40 to 49,Female,Saudi Arabia,King Faisal Specialist Hospital & Research Centre,3
3196,2021,From 20 to 29,Female,Egypt,Ministry of Health,3
3198,2021,From 20 to 29,Female,India,Dubai Health Authority,3
3201,2018,From 40 to 49,Female,Yemen,Ministry of Health,3
3202,2018,From 30 to 39,Female,Saudi Arabia,"King Abdulaziz Medical City for National Guard, Jeddah",3
3203,2018,From 30 to 39,Female,Saudi Arabia,"King Abdulaziz Hospital for National Guards, Al Hassa",3
3206,2018,From 40 to 49,Male,Egypt,King Faisal Specialist Hospital & Research Centre,3
3208,2021,From 20 to 29,Female,Palestine,International Medical Center,3
3211,2021,From 20 to 29,Female,Palestine,Unknown,3
3212,2020,Unknown,Male,Saudi Arabia,University of Hail,3
3213,2018,From 30 to 39,Female,Saudi Arabia,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",3
3214,2018,From 40 to 49,Male,Saudi Arabia,King Faisal Specialist Hospital & Research Centre,3
3216,2020,Unknown,Male,Saudi Arabia,Ministry of Interior Medical Services,3
3221,2020,Unknown,Male,Saudi Arabia,Ministry of Defense / Air Force,3
3225,2018,From 30 to 39,Male,Palestine,Private Sector,3
3226,2020,Unknown,Male,Saudi Arabia,"King Abdulaziz Hospital for National Guards, Al Hassa",3
3230,2018,From 30 to 39,Male,Egypt,Personal Contract,3
3233,2020,Unknown,Male,Palestine,Private Sector,3
3236,2020,Unknown,Male,Kuwait,Kuwait Ministry of Health,3
3237,2020,Unknown,Male,Saudi Arabia,Private Sector,3
3238,2018,From 30 to 39,Female,Saudi Arabia,Security Forces Hospital - Riyadh,3
3239,2018,From 30 to 39,Female,Saudi Arabia,Qassim University,3
3242,2021,From 20 to 29,Female,Saudi Arabia,Al Jouf University,3
3243,2018,From 30 to 39,Female,Bahrain,وزارة الدفاع - البحرين,3
3244,2021,From 20 to 29,Male,Egypt,International Medical Center,3
3245,2018,Unknown,Female,Palestine,Ministry of Health,3
3246,2018,From 20 to 29,Female,Yemen,Personal Contract,3
3248,2018,From 20 to 29,Female,Yemen,Ministry of Health,3
3249,2021,From 20 to 29,Female,Saudi Arabia,Prince Mohammed Bin Abdulaziz Hospital,3
3251,2018,Unknown,Female,Egypt,Ministry of Health,3
3252,2018,From 20 to 29,Female,Saudi Arabia,Security Forces Hospital - Riyadh,3
3254,2018,From 20 to 29,Female,Saudi Arabia,Prince Mohammed Bin Abdulaziz Hospital,3
3259,2018,Unknown,Female,Bahrain,Personal Contract,3
3261,2018,Unknown,Female,Saudi Arabia,Al Jouf University,3
3262,2018,Unknown,Female,Saudi Arabia,"Al Noor Specialist Hospital, Mecca",3
3264,2018,Unknown,Female,Saudi Arabia,Armed Forces Medical Services,3
3266,2021,From 20 to 29,Female,Yemen,Dr. Soliman Fakeeh Hospital,3
3267,2020,Unknown,Female,Saudi Arabia,Prince Sultan Military Medical City,3
3268,2021,From 20 to 29,Male,Bahrain,Bahrain Ministry of Health,3
3269,2018,From 20 to 29,Female,Saudi Arabia,"King Fahad Specialist Hospital, Damam",3
3270,2018,Unknown,Female,Saudi Arabia,Imam Abdulrahman Bin Faisal University,3
3271,2018,Unknown,Female,Saudi Arabia,Imam Mohammad Ibn Saud Islamic University,3
3272,2018,Unknown,Female,Bahrain,وزارة الدفاع - البحرين,3
3273,2018,From 20 to 29,Male,Saudi Arabia,"King Abdulaziz Hospital for National Guards, Al Hassa",3
3274,2018,From 40 to 49,Male,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",3
3275,2018,From 40 to 49,Male,Saudi Arabia,Ministry of Interior,3
3279,2018,From 20 to 29,Male,Yemen,Unknown,3
3281,2021,From 20 to 29,Female,Saudi Arabia,Dallah Hospitals,3
3283,2018,From 20 to 29,Male,Saudi Arabia,Security Forces Hospital - Riyadh,3
3285,2018,From 20 to 29,Male,Saudi Arabia,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",3
3288,2018,From 40 to 49,Male,Saudi Arabia,Ministry of National Guard,3
3290,2018,From 40 to 49,Male,Saudi Arabia,Personal Contract,3
3294,2018,From 20 to 29,Male,Saudi Arabia,King Saud Medical City in Riyadh,3
3297,2021,From 20 to 29,Female,Saudi Arabia,Majmaah University,3
3300,2018,From 20 to 29,Male,Saudi Arabia,King Abdullah Medical City in Mecca,3
3302,2021,From 30 to 39,Male,Saudi Arabia,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",3
3303,2019,Unknown,Male,Saudi Arabia,Ministry of Defense / Air Force,3
3306,2017,From 30 to 39,Male,Sudan,Ministry of Defense / Personal Contract,3
3308,2020,From 30 to 39,Male,Palestine,Personal Contract,3
3311,2017,From 30 to 39,Male,Saudi Arabia,Prince Sattam Bin Abdulaziz University,3
3313,2019,From 20 to 29,Female,Saudi Arabia,Majmaah University,3
3314,2020,From 30 to 39,Male,Federated States Of Micronesia,Personal Contract,3
3316,2019,From 20 to 29,Female,Saudi Arabia,Ministry of Interior Medical Services,3
3319,2020,Unknown,Male,Saudi Arabia,Najran University,3
3320,2017,From 30 to 39,Male,Saudi Arabia,Ministry of Defense / Land Forces,3
3321,2019,From 20 to 29,Female,Saudi Arabia,Security Forces Hospital - Riyadh,3
3326,2021,Unknown,Female,Saudi Arabia,King Khalid National Guard Hospital,3
3328,2019,From 20 to 29,Female,Yemen,International Medical Center,3
3329,2019,From 20 to 29,Female,Yemen,Ministry of Health,3
3330,2019,From 20 to 29,Female,Saudi Arabia,Imam Abdul Rahman Bin Faisal University,3
3331,2019,From 20 to 29,Female,Palestine,International Medical Center,3
3333,2016,From 20 to 29,Male,Saudi Arabia,King Faisal Specialist Hospital & Research Centre,3
3337,2017,From 40 to 49,Male,Saudi Arabia,King Fahad Medical City in Riyadh,3
3338,2017,From 40 to 49,Male,Saudi Arabia,"King Abdulaziz Hospital for National Guards, Al Hassa",3
3340,2018,Unknown,Male,Syria,Private Sector,3
3341,2016,From 20 to 29,Male,Saudi Arabia,King Fahad Medical City in Riyadh,3
3342,2017,From 40 to 49,Female,Yemen,Ministry of Health,3
3346,2021,Unknown,Female,India,Dubai Health Authority,3
3347,2020,From 30 to 39,Male,Saudi Arabia,"King Fahad Specialist Hospital, Damam",3
3349,2021,From 40 to 49,Male,Sudan,Ministry of Health,3
3350,2020,From 30 to 39,Male,United Arab Emirates,Dubai Health Authority,3
3351,2019,From 20 to 29,Female,Bahrain,Bahrain Ministry of Health,3
3352,2017,From 40 to 49,Female,Saudi Arabia,King Fahad National Guard Hospital,3
3354,2021,From 40 to 49,Male,Yemen,Ministry of Health,3
