,Academic_Year,Gender_En,Nationality_Name_En,Current_Medical_Field_En,City_Name_En,Longitude,Latitude,Number_of_Trainees
1965,2021,Male,Saudi Arabia,Unknown,Riyadh,46.675296,24.713552,4
1969,2021,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Taif,40.424819,21.284078,4
1972,2020,Female,Saudi Arabia,Nursing and Midwifery,Unaizah,43.987546,26.090731,4
1973,2020,Female,Saudi Arabia,Nursing and Midwifery,Yanbu,38.155484,24.056528,4
1975,2019,Female,Saudi Arabia,Medicine and Surgery,Sakaka,40.104306,29.878003,4
1977,2020,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Khobar,50.080072,26.182911,4
1980,2017,Male,Saudi Arabia,Nursing and Midwifery,Yanbu,38.155484,24.056528,4
1981,2016,Male,Palestine,Medicine and Surgery,Najran,44.228944,17.565604,4
1983,2020,Female,Saudi Arabia,Unknown,Riyadh,46.675296,24.713552,4
1988,2021,Male,Saudi Arabia,Nursing and Midwifery,Yanbu,38.155484,24.056528,4
1990,2017,Male,Saudi Arabia,Nursing and Midwifery,Jazan,42.570567,16.889359,4
1992,2020,Female,Sudan,Medicine and Surgery,Dubai,55.28,25.252,4
1993,2017,Female,Yemen,Medicine and Surgery,Dammam,50.088794,26.420683,4
1998,2016,Male,Jordan,Medicine and Surgery,Jeddah,39.192505,21.485811,4
1999,2017,Male,Sudan,Medicine and Surgery,Makkah,39.857912,21.389082,4
2003,2016,Male,Kuwait,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,4
2004,2017,Male,Sudan,Medicine and Surgery,Albahah,41.471273,20.021741,4
2008,2021,Female,Syria,Medicine and Surgery,Riyadh,46.675296,24.713552,4
2011,2017,Male,Sudan,Medicine and Surgery,Abha,42.511724,18.246468,4
2019,2021,Female,Canada,Medicine and Surgery,Dubai,55.28,25.252,4
2020,2017,Male,Egypt,Medicine and Surgery,Taif,40.424819,21.284078,4
2021,2017,Female,Yemen,Medicine and Surgery,Taif,40.424819,21.284078,4
2024,2016,Male,Sudan,Medicine and Surgery,Tabuk,36.566191,28.383508,4
2025,2017,Male,Saudi Arabia,Medicine and Surgery,Hafr Albatin,45.962711,28.378415,4
2029,2019,Female,Saudi Arabia,Nursing and Midwifery,Jazan,42.570567,16.889359,4
2034,2016,Male,Syria,Medicine and Surgery,Abha,42.511724,18.246468,4
2035,2017,Male,Bahrain,Medicine and Surgery,Riyadh,46.675296,24.713552,4
2038,2016,Male,Syria,Medicine and Surgery,Makkah,39.857912,21.389082,4
2040,2018,Female,Saudi Arabia,Medicine and Surgery,Jouf,39.320624,29.887356,4
2043,2019,Male,Jordan,Medicine and Surgery,Jeddah,39.192505,21.485811,4
2044,2021,Male,Yemen,Medicine and Surgery,Dammam,50.088794,26.420683,4
2045,2016,Male,Sudan,Medicine and Surgery,Dammam,50.088794,26.420683,4
2046,2019,Male,India,Medicine and Surgery,Riyadh,46.675296,24.713552,4
2047,2021,Female,Pakistan,Medicine and Surgery,Jeddah,39.192505,21.485811,4
2048,2021,Male,Saudi Arabia,Nursing and Midwifery,Jazan,42.570567,16.889359,4
2060,2016,Male,Saudi Arabia,Nursing and Midwifery,Makkah,39.857912,21.389082,4
2061,2016,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jeddah,39.192505,21.485811,4
2062,2016,Male,Sudan,Medicine and Surgery,Albahah,41.471273,20.021741,4
2065,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Khobar,50.080072,26.182911,3
2071,2019,Male,Pakistan,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2073,2019,Female,Saudi Arabia,Dentistry and Related Specialties,Dhahran,50.039302,26.236125,3
2076,2021,Male,Sudan,Medicine and Surgery,Najran,44.228944,17.565604,3
2079,2019,Male,Saudi Arabia,Nursing and Midwifery,Hofuf,49.588765,25.380026,3
2080,2019,Female,Saudi Arabia,Dentistry and Related Specialties,Hail,41.720824,27.51141,3
2084,2022,Female,Sudan,Medicine and Surgery,Jeddah,39.192505,21.485811,3
2087,2019,Female,Pakistan,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2098,2021,Male,Sudan,Medicine and Surgery,Buraidah,43.981812,26.359231,3
2099,2022,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jeddah,39.192505,21.485811,3
2101,2019,Female,Saudi Arabia,Medicine and Surgery,Bisha,42.590167,19.976352,3
2102,2019,Female,Iraq,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2107,2019,Female,Saudi Arabia,Medicine and Surgery,Alkharj  ,47.324788,24.157604,3
2110,2019,Female,India,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2111,2019,Female,Syria,Medicine and Surgery,Dammam,50.088794,26.420683,3
2112,2021,Male,Saudi Arabia,Nursing and Midwifery,Unaizah,43.987546,26.090731,3
2113,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Makkah,39.857912,21.389082,3
2114,2018,Male,Sudan,Medicine and Surgery,Albahah,41.471273,20.021741,3
2115,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Taif,40.424819,21.284078,3
2118,2019,Male,Egypt,Medicine and Surgery,Taif,40.424819,21.284078,3
2119,2021,Male,Saudi Arabia,Laboratories and Medical Technology,Makkah,39.857912,21.389082,3
2120,2019,Male,Egypt,Medicine and Surgery,Makkah,39.857912,21.389082,3
2121,2018,Male,Sudan,Medicine and Surgery,Dubai,55.28,25.252,3
2129,2022,Female,Egypt,Medicine and Surgery,Jeddah,39.192505,21.485811,3
2139,2019,Male,India,Medicine and Surgery,Jeddah,39.192505,21.485811,3
2141,2022,Female,Saudi Arabia,Medicine and Surgery,Jazan,42.570567,16.889359,3
2148,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Jouf,39.320624,29.887356,3
2150,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Al-Ahsa,49.365315,21.91133,3
2151,2022,Female,Saudi Arabia,Medicine and Surgery,Alkharj  ,47.324788,24.157604,3
2154,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Buraidah,43.981812,26.359231,3
2156,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Dhahran,50.039302,26.236125,3
2162,2019,Male,Jordan,Medicine and Surgery,Dubai,55.28,25.252,3
2169,2021,Male,Yemen,Medicine and Surgery,Najran,44.228944,17.565604,3
2174,2019,Female,Sudan,Medicine and Surgery,Albahah,41.471273,20.021741,3
2175,2019,Female,Sudan,Medicine and Surgery,Abha,42.511724,18.246468,3
2181,2022,Female,Saudi Arabia,Medicine and Surgery,Jubail,49.568742,26.959771,3
2182,2022,Female,Saudi Arabia,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,3
2185,2021,Male,Pakistan,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2189,2021,Male,Saudi Arabia,Nursing and Midwifery,Najran,44.228944,17.565604,3
2205,2018,Male,Yemen,Medicine and Surgery,Abha,42.511724,18.246468,3
2208,2018,Male,Yemen,Medicine and Surgery,Madinah,39.569184,24.524654,3
2214,2021,Male,Palestine,Medicine and Surgery,Najran,44.228944,17.565604,3
2223,2017,Female,Oman,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2225,2021,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Dhahran,50.039302,26.236125,3
2226,2020,Male,Jordan,Medicine and Surgery,Jeddah,39.192505,21.485811,3
2227,2020,Male,Jordan,Medicine and Surgery,Dubai,55.28,25.252,3
2228,2017,Female,India,Medicine and Surgery,Dubai,55.28,25.252,3
2231,2020,Male,India,Medicine and Surgery,Jeddah,39.192505,21.485811,3
2234,2016,Male,Yemen,Medicine and Surgery,Abha,42.511724,18.246468,3
2237,2018,Female,Saudi Arabia,Dentistry and Related Specialties,Hail,41.720824,27.51141,3
2238,2017,Female,Bahrain,Medicine and Surgery,Khobar,50.080072,26.182911,3
2241,2018,Female,Saudi Arabia,Laboratories and Medical Technology,Riyadh,46.675296,24.713552,3
2242,2022,Male,Saudi Arabia,Dentistry and Related Specialties,Tabuk,36.566191,28.383508,3
2244,2016,Male,Yemen,Medicine and Surgery,Bisha,42.590167,19.976352,3
2252,2017,Female,Saudi Arabia,Medicine and Surgery,Jouf,39.320624,29.887356,3
2254,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Jazan,42.570567,16.889359,3
2259,2018,Female,Jordan,Medicine and Surgery,Dubai,55.28,25.252,3
2262,2021,Female,Saudi Arabia,Nursing and Midwifery,Dhahran,50.039302,26.236125,3
2267,2017,Female,Saudi Arabia,Dentistry and Related Specialties,Dhahran,50.039302,26.236125,3
2269,2022,Male,Saudi Arabia,Medicine and Surgery,Hail,41.720824,27.51141,3
2270,2020,Male,Egypt,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,3
2271,2016,Male,United Arab Emirates,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2275,2016,Male,Saudi Arabia,Dentistry and Related Specialties,Taif,40.424819,21.284078,3
2276,2021,Female,Syria,Medicine and Surgery,Dubai,55.28,25.252,3
2277,2016,Male,Saudi Arabia,Dentistry and Related Specialties,Dhahran,50.039302,26.236125,3
2278,2016,Male,Saudi Arabia,Dentistry and Related Specialties,Albahah,41.471273,20.021741,3
2284,2016,Male,Palestine,Medicine and Surgery,Albahah,41.471273,20.021741,3
2285,2020,Male,Bahrain,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2287,2020,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Dhahran,50.039302,26.236125,3
2296,2022,Male,Jordan,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2299,2021,Female,Sudan,Medicine and Surgery,Madinah,39.569184,24.524654,3
2302,2016,Male,Syria,Medicine and Surgery,Dammam,50.088794,26.420683,3
2303,2016,Male,Syria,Medicine and Surgery,Buraidah,43.981812,26.359231,3
2304,2022,Male,Saudi Arabia,Dentistry and Related Specialties,Jeddah,39.192505,21.485811,3
2310,2016,Male,Sudan,Medicine and Surgery,Najran,44.228944,17.565604,3
2311,2016,Male,Sudan,Medicine and Surgery,Makkah,39.857912,21.389082,3
2313,2020,Female,United States,Medicine and Surgery,Jeddah,39.192505,21.485811,3
2314,2016,Male,Saudi Arabia,Nursing and Midwifery,Riyadh,46.675296,24.713552,3
2315,2016,Male,Saudi Arabia,Medicine and Surgery,Yanbu,38.155484,24.056528,3
2316,2022,Male,Pakistan,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2317,2021,Female,Sudan,Medicine and Surgery,Dubai,55.28,25.252,3
2318,2016,Male,Saudi Arabia,Medicine and Surgery,Hafr Albatin,45.962711,28.378415,3
2319,2016,Male,Saudi Arabia,Medicine and Surgery,Dubai,55.28,25.252,3
2322,2020,Male,Saudi Arabia,Laboratories and Medical Technology,Makkah,39.857912,21.389082,3
2325,2021,Female,Bahrain,Medicine and Surgery,Jeddah,39.192505,21.485811,3
2326,2021,Female,Bahrain,Medicine and Surgery,Dubai,55.28,25.252,3
2329,2017,Male,Syria,Medicine and Surgery,Makkah,39.857912,21.389082,3
2331,2017,Male,United Arab Emirates,Medicine and Surgery,Dubai,55.28,25.252,3
2334,2017,Male,Yemen,Medicine and Surgery,Abha,42.511724,18.246468,3
2335,2020,Male,Yemen,Medicine and Surgery,Najran,44.228944,17.565604,3
2336,2017,Male,India,Medicine and Surgery,Jeddah,39.192505,21.485811,3
2337,2017,Male,Yemen,Medicine and Surgery,Bisha,42.590167,19.976352,3
2340,2017,Male,Kuwait,Medicine and Surgery,Khobar,50.080072,26.182911,3
2342,2017,Male,Yemen,Medicine and Surgery,Madinah,39.569184,24.524654,3
2345,2017,Male,Iraq,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2347,2017,Male,Syria,Medicine and Surgery,Dammam,50.088794,26.420683,3
2348,2021,Female,Bahrain,Medicine and Surgery,Khobar,50.080072,26.182911,3
2349,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Dhahran,50.039302,26.236125,3
2351,2021,Female,Iraq,Medicine and Surgery,Dubai,55.28,25.252,3
2352,2017,Male,Sudan,Medicine and Surgery,Dammam,50.088794,26.420683,3
2353,2021,Female,India,Medicine and Surgery,Jeddah,39.192505,21.485811,3
2354,2017,Male,Sudan,Medicine and Surgery,Buraidah,43.981812,26.359231,3
2356,2017,Male,Saudi Arabia,Nursing and Midwifery,Madinah,39.569184,24.524654,3
2357,2017,Male,Saudi Arabia,Nursing and Midwifery,Dammam,50.088794,26.420683,3
2361,2021,Female,Pakistan,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2363,2022,Male,Syria,Medicine and Surgery,Jeddah,39.192505,21.485811,3
2365,2021,Female,Egypt,Medicine and Surgery,Dubai,55.28,25.252,3
2368,2017,Male,Syria,Medicine and Surgery,Buraidah,43.981812,26.359231,3
2371,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Khobar,50.080072,26.182911,3
2372,2018,Female,Bahrain,Medicine and Surgery,Dammam,50.088794,26.420683,3
2373,2017,Male,Immigrant Tribes,Nursing and Midwifery,Riyadh,46.675296,24.713552,3
2376,2017,Female,Sudan,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,3
2377,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Najran,44.228944,17.565604,3
2378,2017,Female,Sudan,Medicine and Surgery,Jazan,42.570567,16.889359,3
2379,2020,Male,Saudi Arabia,Nursing and Midwifery,Alrass,43.522231,25.851747,3
2380,2017,Female,Sudan,Medicine and Surgery,Dubai,55.28,25.252,3
2381,2017,Female,Sudan,Medicine and Surgery,Dammam,50.088794,26.420683,3
2382,2017,Female,Sudan,Medicine and Surgery,Albahah,41.471273,20.021741,3
2387,2020,Male,Sudan,Unknown,Riyadh,46.675296,24.713552,3
2388,2021,Female,Saudi Arabia,Laboratories and Medical Technology,Makkah,39.857912,21.389082,3
2392,2022,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jeddah,39.192505,21.485811,3
2393,2021,Female,Saudi Arabia,Medicine and Surgery,Alquriyat,37.361353,31.329635,3
2399,2020,Male,Saudi Arabia,Nursing and Midwifery,Najran,44.228944,17.565604,3
2400,2017,Female,Syria,Medicine and Surgery,Dammam,50.088794,26.420683,3
2402,2017,Male,Eritrea,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2404,2017,Male,Egypt,Medicine and Surgery,Madinah,39.569184,24.524654,3
2405,2017,Male,Egypt,Medicine and Surgery,Abha,42.511724,18.246468,3
2406,2020,Male,Sudan,Medicine and Surgery,Abha,42.511724,18.246468,3
2408,2017,Female,Yemen,Medicine and Surgery,Makkah,39.857912,21.389082,3
2410,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Hail,41.720824,27.51141,3
2411,2022,Male,Sudan,Medicine and Surgery,Buraidah,43.981812,26.359231,3
2413,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Jazan,42.570567,16.889359,3
2417,2017,Female,United States,Medicine and Surgery,Jeddah,39.192505,21.485811,3
2418,2020,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jazan,42.570567,16.889359,3
2419,2017,Female,United Arab Emirates,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2420,2017,Female,Syria,Medicine and Surgery,Madinah,39.569184,24.524654,3
2422,2020,Male,Saudi Arabia,Nursing and Midwifery,Unaizah,43.987546,26.090731,3
2424,2016,Female,Syria,Medicine and Surgery,Jeddah,39.192505,21.485811,3
2425,2016,Female,Saudi Arabia,Dentistry and Related Specialties,Makkah,39.857912,21.389082,3
2426,2016,Female,Egypt,Medicine and Surgery,Makkah,39.857912,21.389082,3
2430,2018,Male,Kuwait,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,3
2433,2016,Female,United States,Medicine and Surgery,Jeddah,39.192505,21.485811,3
2438,2016,Female,Syria,Medicine and Surgery,Madinah,39.569184,24.524654,3
2439,2016,Female,Syria,Medicine and Surgery,Dammam,50.088794,26.420683,3
2440,2016,Female,India,Medicine and Surgery,Dubai,55.28,25.252,3
2442,2016,Female,Bahrain,Medicine and Surgery,Manama,50.5831,26.2167,3
2443,2018,Female,Yemen,Medicine and Surgery,Khobar,50.080072,26.182911,3
2445,2021,Male,Jordan,Medicine and Surgery,Dubai,55.28,25.252,3
2447,2019,Male,Syria,Medicine and Surgery,Buraidah,43.981812,26.359231,3
2448,2016,Male,Bahrain,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2450,2016,Male,Bahrain,Medicine and Surgery,Manama,50.5831,26.2167,3
2454,2021,Male,Bahrain,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2455,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Taif,40.424819,21.284078,3
2457,2016,Female,Algeria,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2458,2018,Male,Lebanon,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2460,2016,Female,Sudan,Medicine and Surgery,Makkah,39.857912,21.389082,3
2461,2016,Male,Egypt,Medicine and Surgery,Dammam,50.088794,26.420683,3
2465,2018,Male,Egypt,Medicine and Surgery,Taif,40.424819,21.284078,3
2467,2018,Male,Bahrain,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2468,2016,Female,Oman,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2472,2020,Female,Egypt,Medicine and Surgery,Dubai,55.28,25.252,3
2475,2016,Female,Saudi Arabia,Dentistry and Related Specialties,Dhahran,50.039302,26.236125,3
2476,2016,Female,Saudi Arabia,Dentistry and Related Specialties,Abha,42.511724,18.246468,3
2478,2018,Male,Eritrea,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2479,2016,Female,India,Medicine and Surgery,Jeddah,39.192505,21.485811,3
2480,2021,Male,India,Medicine and Surgery,Jeddah,39.192505,21.485811,3
2481,2016,Female,Sudan,Medicine and Surgery,Jazan,42.570567,16.889359,3
2484,2016,Female,Sudan,Medicine and Surgery,Dubai,55.28,25.252,3
2485,2016,Female,Sudan,Medicine and Surgery,Albahah,41.471273,20.021741,3
2488,2021,Male,Egypt,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,3
2493,2020,Female,Bahrain,Medicine and Surgery,Jeddah,39.192505,21.485811,3
2494,2018,Male,Immigrant Tribes,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2495,2016,Male,Egypt,Medicine and Surgery,Abha,42.511724,18.246468,3
2498,2016,Male,Egypt,Medicine and Surgery,Taif,40.424819,21.284078,3
2501,2018,Female,Sudan,Medicine and Surgery,Albahah,41.471273,20.021741,3
2504,2021,Female,Yemen,Medicine and Surgery,Makkah,39.857912,21.389082,3
2505,2018,Female,Sudan,Medicine and Surgery,Taif,40.424819,21.284078,3
2507,2016,Male,Eritrea,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2509,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Buraidah,43.981812,26.359231,3
2510,2019,Male,Sudan,Medicine and Surgery,Abha,42.511724,18.246468,3
2511,2018,Male,Palestine,Medicine and Surgery,Najran,44.228944,17.565604,3
2512,2019,Male,Sudan,Medicine and Surgery,Albahah,41.471273,20.021741,3
2513,2018,Female,Syria,Medicine and Surgery,Dammam,50.088794,26.420683,3
2515,2016,Male,Kuwait,Medicine and Surgery,Khobar,50.080072,26.182911,3
2518,2016,Male,Egypt,Medicine and Surgery,Madinah,39.569184,24.524654,3
2519,2020,Female,Saudi Arabia,Medicine and Surgery,Bisha,42.590167,19.976352,3
2521,2016,Male,Lebanon,Medicine and Surgery,Riyadh,46.675296,24.713552,3
2526,2018,Female,Bangladesh,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2527,2019,Female,Egypt,Medicine and Surgery,Dubai,55.28,25.252,2
2532,2017,Female,United States,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2533,2017,Female,Yemen,Medicine and Surgery,Madinah,39.569184,24.524654,2
2534,2022,Male,Yemen,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2536,2018,Male,Iraq,Medicine and Surgery,Dubai,55.28,25.252,2
2537,2016,Female,India,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,2
2538,2018,Male,Iraq,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2539,2022,Male,Yemen,Medicine and Surgery,Najran,44.228944,17.565604,2
2540,2019,Female,Jordan,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2541,2017,Male,Bahrain,Medicine and Surgery,Khobar,50.080072,26.182911,2
2542,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Hail,41.720824,27.51141,2
2543,2017,Female,Yemen,Dentistry and Related Specialties,Jeddah,39.192505,21.485811,2
2544,2016,Female,Jordan,Medicine and Surgery,Khobar,50.080072,26.182911,2
2545,2018,Female,Egypt,Medicine and Surgery,Makkah,39.857912,21.389082,2
2546,2018,Female,Egypt,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,2
2547,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Al-Ahsa,49.365315,21.91133,2
2548,2017,Male,Sudan,Unknown,Riyadh,46.675296,24.713552,2
2549,2022,Male,Yemen,Medicine and Surgery,Madinah,39.569184,24.524654,2
2550,2018,Female,Egypt,Medicine and Surgery,Dubai,55.28,25.252,2
2551,2017,Female,Yemen,Medicine and Surgery,Khobar,50.080072,26.182911,2
2554,2018,Female,Egypt,Medicine and Surgery,Tabuk,36.566191,28.383508,2
2556,2019,Female,Canada,Medicine and Surgery,Dubai,55.28,25.252,2
2557,2018,Male,Egypt,Medicine and Surgery,Madinah,39.569184,24.524654,2
2559,2018,Male,Egypt,Medicine and Surgery,Dammam,50.088794,26.420683,2
2560,2017,Male,Sudan,Medicine and Surgery,Dubai,55.28,25.252,2
2562,2021,Male,Yemen,Medicine and Surgery,Madinah,39.569184,24.524654,2
2564,2018,Male,Egypt,Medicine and Surgery,Buraidah,43.981812,26.359231,2
2566,2018,Female,India,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2567,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Taif,40.424819,21.284078,2
2568,2018,Female,Iraq,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2569,2017,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Dammam,50.088794,26.420683,2
2570,2016,Female,Pakistan,Medicine and Surgery,Tabuk,36.566191,28.383508,2
2571,2016,Female,Pakistan,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,2
2572,2016,Female,Pakistan,Medicine and Surgery,Buraidah,43.981812,26.359231,2
2573,2017,Female,Syria,Medicine and Surgery,Abha,42.511724,18.246468,2
2574,2016,Female,Lebanon,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2575,2017,Male,Saudi Arabia,Unknown,Dammam,50.088794,26.420683,2
2578,2017,Male,Sudan,Medicine and Surgery,Tabuk,36.566191,28.383508,2
2579,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Arar,41.059564,30.959945,2
